,Unnamed: 0,sentence,statement_id,targets,label ,confidence,comment,context,predictions
1449,52,Creation of a governance process that ensures potential incidents of slavery and non- compliances are acted upon promptly and proportionately,SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Creation of a governance process that ensures potential incidents of slavery and non- compliances are acted upon promptly and proportionately,"[0.0001772604009602219, 0.00025119323981925845, 0.0002284731308463961, 0.0008228524238802493, 0.0005265583749860525, 0.00045131496153771877, 0.0014964829897508025, 0.7696772813796997, 0.00415352126583457, 0.08262334764003754, 0.0034957092721015215]"
1450,53,We will build on this to ensure the risk of slavery and human trafficking is mitigated in our supply chains,SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,We will build on this to ensure the risk of slavery and human trafficking is mitigated in our supply chains,"[0.00018944338080473244, 6.946239591343328e-05, 0.0005897796363569796, 0.00031211282475851476, 0.0007485313690267503, 0.005041406024247408, 0.002152907894924283, 0.058845654129981995, 0.0006879966822452843, 0.057815905660390854, 0.0023324969224631786]"
1451,54,FURTHER STEPS FOR 2023,SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,FURTHER STEPS FOR 2023,"[3.734488564077765e-05, 9.972137195290998e-05, 2.1872408979106694e-05, 4.416041701915674e-05, 9.620446508051828e-05, 0.0009360897238366306, 0.00010190340253757313, 0.0012802442070096731, 1.3968858183943667e-05, 0.0009535031276755035, 7.749431460979395e-06]"
1452,55,"We will carry out a risk mapping exercise working with Stop The Traffik on our direct food, drink and packaging suppliers and provide extra support for those who are assessed as high risk",SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"We will carry out a risk mapping exercise working with Stop The Traffik on our direct food, drink and packaging suppliers and provide extra support for those who are assessed as high risk","[0.00010298882989445701, 0.0001502752274973318, 0.00011831690062535927, 0.00010512980225030333, 0.0006130943074822426, 0.0021169157698750496, 0.025788500905036926, 0.6737366318702698, 0.0018568822415545583, 0.07084350287914276, 0.0007717439439147711]"
1453,56,"We will extend our ethical assessments to other suppliers including utilities, equipment and property suppliers",SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"We will extend our ethical assessments to other suppliers including utilities, equipment and property suppliers","[1.3199804925534409e-05, 2.22945000132313e-05, 1.7528700482216664e-05, 6.779313844162971e-05, 0.0004610902105923742, 0.006489332765340805, 0.03271554037928581, 0.35302162170410156, 0.0009478433639742434, 0.02914927713572979, 2.531900281610433e-05]"
1454,57,We will ensure our Supply Chain teams receive regular category specific training,SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,We will ensure our Supply Chain teams receive regular category specific training,"[3.374272637302056e-05, 3.500018283375539e-05, 2.6762159905047156e-05, 0.00020942829723935574, 0.0010089263087138534, 0.002509384648874402, 0.0014280505711212754, 0.4568864107131958, 0.00024576656869612634, 0.0860518366098404, 0.0004525118856690824]"
1455,58,We will continue with our employee awareness-raising and education programmes on modern slavery and human trafficking activities,SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,We will continue with our employee awareness-raising and education programmes on modern slavery and human trafficking activities,"[8.963992149801925e-05, 9.009247878566384e-05, 0.00020814787421841174, 0.00029304856434464455, 0.00048449033056385815, 0.0005642144824378192, 0.0015761189861223102, 0.7256304025650024, 0.00231566047295928, 0.11820640414953232, 0.0007638216484338045]"
1456,59,We will work with all franchisees to encourage them to adopt the same policies and practices as Burger King UK,SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,We will work with all franchisees to encourage them to adopt the same policies and practices as Burger King UK,"[7.056063623167574e-05, 0.00024938822025433183, 0.00029395631281659007, 0.0012819378171116114, 0.02153935469686985, 0.008981009013950825, 0.011727908626198769, 0.22035592794418335, 0.002640075283125043, 0.03899693861603737, 0.007045918144285679]"
1457,60,"Our commitment to doing what is right extends to how we manage and uphold our policy on slavery and human trafficking as the business grows ensuring that our approach is transparent, consistent and fair",SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"Our commitment to doing what is right extends to how we manage and uphold our policy on slavery and human trafficking as the business grows ensuring that our approach is transparent, consistent and fair","[0.00011359439668012783, 0.00011845745029859245, 0.0003360828850418329, 0.001810065470635891, 0.003009955631569028, 0.0008452691254206002, 0.00027625137590803206, 0.061631519347429276, 0.00017965228471439332, 0.0024590175598859787, 0.00021251356520224363]"
1458,61,BOARD APPROVAL,SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,BOARD APPROVAL,"[0.00014640629524365067, 0.0003398129192646593, 0.0013380361488088965, 0.0008615909027867019, 0.000708634324837476, 0.0008179437136277556, 0.0003685005649458617, 0.0002225361968157813, 3.4550268992461497e-06, 0.0021807150915265083, 0.00016690850316081196]"
1459,62,This statement is made pursuant to section 54(1) of the Modern Slavery Act 2015 and constitutes BKUK Group Ltd and its franchisees slavery and human trafficking statement for the current financial year,SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,This statement is made pursuant to section 54(1) of the Modern Slavery Act 2015 and constitutes BKUK Group Ltd and its franchisees slavery and human trafficking statement for the current financial year,"[0.010356719605624676, 0.0023782821372151375, 0.2897701859474182, 0.031650204211473465, 0.000757225148845464, 0.0010702044237405062, 0.0005086042801849544, 0.0012801485136151314, 0.00012624177907127887, 0.0016351458616554737, 0.0008348833653144538]"
1460,63,This statement was approved by the board of BKUK Group Ltd on 13th January 2023,SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,This statement was approved by the board of BKUK Group Ltd on 13th January 2023,"[0.9986900687217712, 0.00594380684196949, 0.0021147571969777346, 0.005037250462919474, 0.0004743948520626873, 0.00012624444207176566, 0.0001041060677380301, 0.00048109478666447103, 1.4472874681814574e-05, 0.0006612904253415763, 0.03683601692318916]"
1461,64,Alasdair Murdoch Director Date: 13/1/2023,SID_479,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Alasdair Murdoch Director Date: 13/1/2023,"[0.018078407272696495, 0.9601072669029236, 0.0003889492363668978, 0.0005447384901344776, 0.00014809482672717422, 0.0007544757681898773, 0.00012273695028852671, 0.0003904813784174621, 0.00011997539695585147, 0.0008372570155188441, 0.00011638375144684687]"
1462,6,"RWE Renewables Anti-Slavery and Human Trafficking Statement 2022 RWE Renewables is committed to ensuring that neither it nor any part of its supply chain is involved in any activities relating to slavery, forced labour, servitude or human trafficking",SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"RWE Renewables Anti-Slavery and Human Trafficking Statement 2022 RWE Renewables is committed to ensuring that neither it nor any part of its supply chain is involved in any activities relating to slavery, forced labour, servitude or human trafficking","[0.0002911520714405924, 0.0001350688689853996, 0.045262426137924194, 0.005459748208522797, 0.0011914325878024101, 0.009942800737917423, 0.0017580579733476043, 0.008376392535865307, 0.00023231838713400066, 0.002606863621622324, 7.038838521111757e-05]"
1463,7,"We recognise that, as part of an international company, with one of the largest power generation portfolios in the world, it is incumbent upon us to take the necessary steps to combat this global issue",SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"We recognise that, as part of an international company, with one of the largest power generation portfolios in the world, it is incumbent upon us to take the necessary steps to combat this global issue","[3.712873512995429e-05, 8.194571819331031e-06, 0.00017391055007465184, 0.004686075262725353, 0.0353352352976799, 0.002763601951301098, 0.005602837540209293, 0.003918929491192102, 8.598522981628776e-05, 0.0002864561683963984, 3.293075133115053e-05]"
1464,8,"This statement is made by RWE Renewables UK Limited, RWE Renewables UK Swindon Limited and RWE Renewables Management UK Limited, as the ultimate UK holding companies of the RWE Renewables Group (the ""Companies""), pursuant to section 54(6) of the UKs Modern Slavery Act 2015 (the ""Act"")",SID_482,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,5.0,,"This statement is made by RWE Renewables UK Limited, RWE Renewables UK Swindon Limited and RWE Renewables Management UK Limited, as the ultimate UK holding companies of the RWE Renewables Group (the ""Companies""), pursuant to section 54(6) of the UKs Modern Slavery Act 2015 (the ""Act"")","[0.013650812208652496, 0.02055361494421959, 0.394147664308548, 0.8462798595428467, 0.011256898753345013, 0.003136856947094202, 0.000323311920510605, 0.005616509355604649, 7.526988338213414e-05, 0.000650911417324096, 0.010021534748375416]"
1465,9,The statement constitutes the Companies anti-slavery and human trafficking statement for the financial year ending 31st December 2022,SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,The statement constitutes the Companies anti-slavery and human trafficking statement for the financial year ending 31st December 2022,"[0.011563876643776894, 0.0004957594210281968, 0.03281709551811218, 0.013851507566869259, 0.000601888750679791, 0.0008129656198434532, 0.0003332558844704181, 0.0011010393500328064, 6.210016726981848e-05, 0.0006464087055064738, 0.0006543074268847704]"
1466,10,This statement is also made on behalf of the following wholly owned subsidiary companies,SID_482,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,5.0,list beginning,This statement is also made on behalf of the following wholly owned subsidiary companies,"[0.009953668341040611, 0.0016559186624363065, 0.08099095523357391, 0.8987283110618591, 0.0020276729483157396, 0.00035423453664407134, 7.704179006395862e-05, 0.00043219703366048634, 1.3546759873861447e-05, 0.00034857570426538587, 0.07723122090101242]"
1467,11,RWE Renewables UK Onshore Wind Limited,SID_482,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,5.0,,RWE Renewables UK Onshore Wind Limited,"[0.010904070921242237, 0.012506908737123013, 0.07648070156574249, 0.7377891540527344, 0.012824002653360367, 0.009169163182377815, 0.00010628312884364277, 0.0006521577015519142, 0.00025003604241646826, 0.0008175806142389774, 0.02837102673947811]"
1468,12,RWE Renewables UK London Array Limited,SID_482,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,5.0,,RWE Renewables UK London Array Limited,"[0.010854482650756836, 0.0024321030359715223, 0.11324357986450195, 0.9141863584518433, 0.001378478016704321, 0.001650442136451602, 9.365422010887414e-05, 0.00027578137814998627, 5.288001921144314e-05, 0.0003625136741902679, 0.0101854233071208]"
1469,13,"RWE Renewables UK Wind Services Limited Organisations Structure, Business and Supply Chains Structure The Companies are ultimately owned by RWE AG, which owns the Companies through its subsidiary, RWE Renewables GmbH",SID_482,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,5.0,,"RWE Renewables UK Wind Services Limited Organisations Structure, Business and Supply Chains Structure The Companies are ultimately owned by RWE AG, which owns the Companies through its subsidiary, RWE Renewables GmbH","[0.00018380209803581238, 0.000787081487942487, 0.007891014218330383, 0.9784078598022461, 0.036132726818323135, 0.009548511356115341, 9.059758303919807e-05, 0.0005093535874038935, 0.0001826615771278739, 0.000229806246352382, 0.000914121454115957]"
1470,14,"Management and decisions are carried out in the two functional organisations, in the onshore business in Europe & Australia led by RWE Renewables GmbH, and in the offshore business led by RWE Offshore Wind GmbH",SID_482,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",c2s c2op,3.0,not sure,"Management and decisions are carried out in the two functional organisations, in the onshore business in Europe & Australia led by RWE Renewables GmbH, and in the offshore business led by RWE Offshore Wind GmbH","[0.0005050289328210056, 0.00013932578440289944, 0.0002912300988100469, 0.06993390619754791, 0.3850405514240265, 0.0033614758867770433, 0.005918510258197784, 0.0008768046391196549, 0.00015468533092644066, 0.000919551879633218, 0.0037277000956237316]"
1471,15,"RWE AG, an international energy company, has four business segments Generation, Power, Supply & Trading and Renewables",SID_482,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,3.0,,"RWE AG, an international energy company, has four business segments Generation, Power, Supply & Trading and Renewables","[0.0004518846981227398, 6.377985118888319e-05, 0.007793530356138945, 0.37773454189300537, 0.9729634523391724, 0.018040385097265244, 0.0023958440870046616, 0.0011502759298309684, 0.00024825448053888977, 0.00014261165051721036, 0.0002498980611562729]"
1472,16,RWE is leading the way to a green energy world,SID_482,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,3.0,,RWE is leading the way to a green energy world,"[0.0001378012093482539, 0.0001592698972672224, 0.0007678417605347931, 0.016785718500614166, 0.10943108797073364, 0.006863738875836134, 5.6233362556668e-05, 0.0012467550113797188, 3.4113025321858004e-05, 9.158704779110849e-05, 8.2156911958009e-05]"
1473,17,"With an extensive investment and growth strategy, the RWE Group will expand its powerful, green generation capacity to 50 gigawatts internationally by 2030",SID_482,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,3.0,,"With an extensive investment and growth strategy, the RWE Group will expand its powerful, green generation capacity to 50 gigawatts internationally by 2030","[9.51287365751341e-05, 0.0001236706884810701, 6.18908743490465e-05, 0.007801380939781666, 0.7729637622833252, 0.0019416838185861707, 0.00039414403727278113, 0.00148609874304384, 0.00022384815383702517, 0.00036106884363107383, 0.0001799341116566211]"
1474,18,RWE is investing 50 billion gross for this purpose in this decade,SID_482,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,3.0,,RWE is investing 50 billion gross for this purpose in this decade,"[9.749361197464168e-05, 8.175964467227459e-05, 6.402366125257686e-05, 0.004460589028894901, 0.4025175869464874, 0.011260418221354485, 0.0029833775479346514, 0.0025359035935252905, 0.00019158815848641098, 0.0004095756739843637, 0.00021660146012436599]"
1475,19,"The portfolio is based on offshore and onshore wind, solar, hydrogen, batteries, biomass and gas",SID_482,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,3.0,,"The portfolio is based on offshore and onshore wind, solar, hydrogen, batteries, biomass and gas","[2.461816075083334e-05, 2.2991836885921657e-05, 8.547127436031587e-06, 0.007014637812972069, 0.9568433165550232, 0.0073626358062028885, 0.006560593377798796, 0.0010892925783991814, 0.00020389302517287433, 0.0002503089199308306, 3.064135671593249e-05]"
1476,20,RWE Supply & Trading provides tailored energy solutions for large customers,SID_482,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,3.0,,RWE Supply & Trading provides tailored energy solutions for large customers,"[0.00010387966176494956, 0.00016816875722724944, 0.0002400132070761174, 0.04023822769522667, 0.8835400938987732, 0.01471799612045288, 0.0016260449774563313, 0.001329545397311449, 0.00011918861127924174, 0.0002759515482466668, 6.001295696478337e-05]"
1477,21,"RWE has locations in the attractive markets of Europe, North America and the Asia-Pacific region",SID_482,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,3.0,,"RWE has locations in the attractive markets of Europe, North America and the Asia-Pacific region","[0.00061782420380041, 0.00013306272740010172, 0.0008922452689148486, 0.15125152468681335, 0.9076542854309082, 0.0043166507966816425, 0.03001474402844906, 0.0006761575932614505, 0.00028520371415652335, 0.00018492327944841236, 0.00012036089174216613]"
1478,22,The company is responsibly phasing out nuclear energy and coal,SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,The company is responsibly phasing out nuclear energy and coal,"[7.757612183922902e-05, 6.877763371448964e-05, 0.00012209528358653188, 0.05132065713405609, 0.8244262337684631, 0.00627588015049696, 0.013024253770709038, 0.0008285843068733811, 9.094043343793601e-05, 0.00015704792167525738, 7.082529918989167e-05]"
1479,23,Government-mandated phaseout roadmaps have been defined for both of these energy sources,SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Government-mandated phaseout roadmaps have been defined for both of these energy sources,"[1.3581648090621457e-05, 4.812475526705384e-05, 1.653173785598483e-05, 0.0015565900830551982, 0.07299001514911652, 0.011546899564564228, 0.06427271664142609, 0.010427634231746197, 0.0005189609946683049, 0.0007383036427199841, 2.973645314341411e-05]"
1480,24,"RWE employs around 19,000 people worldwide and has a clear target: to get to net zero by 2040",SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"RWE employs around 19,000 people worldwide and has a clear target: to get to net zero by 2040","[0.00018455792451277375, 0.00012087234063073993, 0.0007257318357005715, 0.9850000143051147, 0.5841254591941833, 0.0005727887037210166, 0.0012531630927696824, 0.006443543825298548, 0.00010940014180960134, 0.00022362690651789308, 2.481710907886736e-05]"
1481,25,"On its way there, the company has set itself ambitious targets for all activities that cause greenhouse gas emissions",SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"On its way there, the company has set itself ambitious targets for all activities that cause greenhouse gas emissions","[9.561137267155573e-05, 6.928246148163453e-05, 3.919328446500003e-05, 0.0010868359822779894, 0.006752747111022472, 0.004297779873013496, 0.0026164588052779436, 0.043222714215517044, 0.00029271209496073425, 0.041871313005685806, 0.0001237148098880425]"
1482,26,The Science Based Targets initiative has confirmed that these emission reduction targets are in line with the Paris Agreement,SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,The Science Based Targets initiative has confirmed that these emission reduction targets are in line with the Paris Agreement,"[2.888310882553924e-05, 0.0001267770421691239, 8.109853297355585e-06, 0.00028645998099818826, 0.004842030815780163, 0.0001673464139457792, 0.0004235030501149595, 0.004393740091472864, 9.684813994681463e-05, 0.008946224115788937, 7.995179475983605e-05]"
1483,27,Very much in the spirit of the companys purpose: Our energy for a sustainable life,SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Very much in the spirit of the companys purpose: Our energy for a sustainable life,"[3.444541653152555e-05, 6.737845978932455e-05, 7.119142537703738e-05, 0.0006078333826735616, 0.0031813657842576504, 0.0002547259791754186, 3.992973506683484e-05, 0.0010514530586078763, 2.7636157028609887e-05, 0.00022628136503044516, 5.14259772899095e-05]"
1484,28,"Business in the UK RWE is one of the UKs largest power producers, supplying around 15 % of the countrys electricity",SID_482,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,5.0,,"Business in the UK RWE is one of the UKs largest power producers, supplying around 15 % of the countrys electricity","[0.00038337806472554803, 0.00017209502402693033, 0.00010663040302461013, 0.06419000029563904, 0.9652140736579895, 0.004630786366760731, 0.00037762854481115937, 0.00043829932110384107, 0.0001428840187145397, 0.00011710199032677338, 2.069973743346054e-05]"
1485,29,"enough to power over 10 million UK homes with a diverse operational portfolio of onshore wind, offshore wind, hydro, biomass and gas, amounting to around 10 gigawatts (GW) pro rata (12 GW installed capacity)",SID_482,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,5.0,,"enough to power over 10 million UK homes with a diverse operational portfolio of onshore wind, offshore wind, hydro, biomass and gas, amounting to around 10 gigawatts (GW) pro rata (12 GW installed capacity)","[0.00024434225633740425, 0.00035309154191054404, 0.00017791487334761769, 0.003993471153080463, 0.8769771456718445, 0.0033211729023605585, 0.0003513217088766396, 0.0001520662335678935, 0.00020031386520713568, 0.00022377920686267316, 0.00030998155125416815]"
1486,30,"RWE is a leader in renewable energies in the UK, having pioneered both onshore and offshore wind over more than 20 years",SID_482,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2s,5.0,,"RWE is a leader in renewable energies in the UK, having pioneered both onshore and offshore wind over more than 20 years","[0.0001935395412147045, 0.000167216727277264, 0.0002610596129670739, 0.039415393024683, 0.9404915571212769, 0.004568119067698717, 0.0002844775444827974, 0.0011504851281642914, 0.00019834470003843307, 0.0004369383677840233, 8.380306826438755e-05]"
1487,31,The company already operates 3.7 gigawatts (GW) of wind capacity (RWE share 2.1GW),SID_482,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,3.0,,The company already operates 3.7 gigawatts (GW) of wind capacity (RWE share 2.1GW),"[7.35895155230537e-05, 0.00044307991629466414, 0.0003560747136361897, 0.05095932260155678, 0.9855552911758423, 0.0011809709249064326, 0.004487700294703245, 0.0005854369956068695, 0.0005522462306544185, 0.00012244142999406904, 0.0006516429129987955]"
1488,38,"RWE is continuing to develop a new portfolio of offshore and onshore wind, as well as the recent acquisition of a solar PV development company, and intends to pursue floating wind",SID_482,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",c2s c2op,3.0,not naming the company,"RWE is continuing to develop a new portfolio of offshore and onshore wind, as well as the recent acquisition of a solar PV development company, and intends to pursue floating wind","[2.3372611394734122e-05, 3.144464426441118e-05, 1.1689512575685512e-05, 0.01631115935742855, 0.9719637632369995, 0.0024928534403443336, 7.321258453885093e-05, 0.0012075445847585797, 0.0002577359846327454, 0.0002797067572828382, 2.2157975763548166e-05]"
1489,39,"Overall, and including its committed investments in projects already under construction, RWE expects to invest around 15billion in new green technologies and infrastructure in the UK by 2030",SID_482,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",c2op,3.0,,"Overall, and including its committed investments in projects already under construction, RWE expects to invest around 15billion in new green technologies and infrastructure in the UK by 2030","[2.112623769789934e-05, 0.00037871208041906357, 4.669601366913412e-06, 0.008324414491653442, 0.3773045837879181, 0.010813958942890167, 0.0029520890675485134, 0.0035633284132927656, 0.0003966500808019191, 0.0022611592430621386, 3.034219662367832e-05]"
1490,40,"We employ around 1097 staff and 199 contractors in the UK, across 45 operational sites, 4 regional offices and our headquarters based in Swindon",SID_482,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",c2s c2op,5.0,,"We employ around 1097 staff and 199 contractors in the UK, across 45 operational sites, 4 regional offices and our headquarters based in Swindon","[0.00015452066145371646, 0.00039809616282582283, 0.00034460407914593816, 0.9933446645736694, 0.8277265429496765, 0.0035219520796090364, 0.00016138952923938632, 0.0003133265709038824, 0.0001630311890039593, 0.0001076074258890003, 5.841496749781072e-05]"
1491,41,"RWEs policy approach to tackling modern slavery and human trafficking Throughout 2022, the Companies have been committed to act ethically and responsibly in all their business relationships, and adopt a zero tolerance to slavery and human trafficking in any part of its business or supply chain",SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"RWEs policy approach to tackling modern slavery and human trafficking Throughout 2022, the Companies have been committed to act ethically and responsibly in all their business relationships, and adopt a zero tolerance to slavery and human trafficking in any part of its business or supply chain","[0.00024266558466479182, 5.6321543524973094e-05, 0.004272556863725185, 0.0025918136816471815, 0.006896411068737507, 0.0013043868821114302, 0.002545355586335063, 0.11421903967857361, 0.00031805530306883156, 0.001035977154970169, 8.761128992773592e-05]"
1492,83,We also have a Supplier Code of Conduct that outlines the expectations we have in areas such as,SID_445,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,link to ms bellow,We also have a Supplier Code of Conduct that outlines the expectations we have in areas such as,"[6.562126509379596e-05, 3.317680966574699e-05, 4.614204226527363e-05, 0.00018796222866512835, 0.0015678051859140396, 0.010763298720121384, 0.013970915228128433, 0.7355208992958069, 0.0007470010896213353, 0.009660521522164345, 8.667055953992531e-05]"
1493,82,"Jadestone expects its suppliers to adhere to and act in a manner consistent with Jadestones Code of Conduct and other policies, including in respect of modern slavery",SID_450,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,expect but next setnace linsk it stronger to requeimetns,"Jadestone expects its suppliers to adhere to and act in a manner consistent with Jadestones Code of Conduct and other policies, including in respect of modern slavery","[1.1037259355362039e-05, 0.00010026468225987628, 3.0714087188243866e-05, 0.00033259380143135786, 0.0009895449038594961, 0.0330425463616848, 0.007215640041977167, 0.8860737085342407, 0.002529645338654518, 0.0035708993673324585, 0.00010065754759125412]"
1494,44,"The Anti-Slavery and Human Trafficking Policy (""MSA Policy""), created to fulfil all requirements of the Modern Slavery Act 2015 and to demonstrate the Companies commitment against modern slavery was launched in 2022",SID_482,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,,"The Anti-Slavery and Human Trafficking Policy (""MSA Policy""), created to fulfil all requirements of the Modern Slavery Act 2015 and to demonstrate the Companies commitment against modern slavery was launched in 2022","[0.001545607578009367, 0.000758096226491034, 0.0021607319358736277, 0.0030905085150152445, 0.002619551494717598, 0.0006484825862571597, 0.0012638091575354338, 0.8717415928840637, 0.001186131383292377, 0.032767705619335175, 0.001136157545261085]"
1495,45,Our people,SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Our people,"[7.52665800973773e-05, 4.107346467208117e-05, 9.292804315919057e-05, 0.00335332122631371, 0.014228221960365772, 0.0016814698465168476, 0.005297885276377201, 0.005073947366327047, 3.9546048355987296e-05, 0.0010811944957822561, 9.280423546442762e-05]"
1496,46,"The Companies operate a number of internal policies, including the enforcement of relevant systems and controls, to ensure that it is conducting business in an ethical and transparent manner",SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"The Companies operate a number of internal policies, including the enforcement of relevant systems and controls, to ensure that it is conducting business in an ethical and transparent manner","[1.721601620374713e-05, 9.09021109691821e-05, 0.00014011035091243684, 0.0038458125200122595, 0.04374857619404793, 0.0018799540121108294, 0.046806130558252335, 0.37513116002082825, 0.0012515700655058026, 0.011509071104228497, 0.0009784186258912086]"
1497,87,"All Jadestone staff are required to complete Jadestones Code of Conduct training annually, which was developed to ensure greater awareness of the Codes requirements and support application of the Code in day-to-day activities",SID_450,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,noc lear link to ms,"All Jadestone staff are required to complete Jadestones Code of Conduct training annually, which was developed to ensure greater awareness of the Codes requirements and support application of the Code in day-to-day activities","[7.310912769753486e-05, 4.420440745889209e-05, 9.545759530737996e-05, 0.0002724001824390143, 0.0015385785372927785, 0.001741826650686562, 0.00691609550267458, 0.6976807713508606, 0.004106960259377956, 0.07114625722169876, 0.0003925461205653846]"
1498,12,"The Leekes Supplier Code of Conduct covers our minimum requirements in these areas and all our suppliers, and their supply chain, are asked to confirm their adherence to our standards",SID_471,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,no clear link to ms,"The Leekes Supplier Code of Conduct covers our minimum requirements in these areas and all our suppliers, and their supply chain, are asked to confirm their adherence to our standards","[1.9391274690860882e-05, 6.250321166589856e-05, 6.613004370592535e-05, 0.0002702231868170202, 0.0009944196790456772, 0.006344558205455542, 0.004878196865320206, 0.4223931133747101, 0.0004168267478235066, 0.024805793538689613, 0.00016386482457164675]"
1499,49,Our Supply Chains,SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Our Supply Chains,"[1.791311842680443e-05, 2.1429330445243977e-05, 7.789435767335817e-05, 0.0008996053948067129, 0.0016494069714099169, 0.003679788438603282, 0.0005831411690451205, 0.00020677388238254935, 7.724963325017598e-06, 0.0005442959954962134, 1.1085870028182399e-05]"
1500,50,We are committed to ensuring that there is no human trafficking or slavery in any part of our business or our supply chains,SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,We are committed to ensuring that there is no human trafficking or slavery in any part of our business or our supply chains,"[1.851597335189581e-05, 2.4965944248833694e-05, 0.0006168819381855428, 0.001314978813752532, 0.0008552065119147301, 0.0036484855227172375, 0.006959827151149511, 0.03905066102743149, 0.0007361166644841433, 0.002377626020461321, 0.0001068515848601237]"
1501,51,Our supply chains include goods and services from both national and international suppliers,SID_482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Our supply chains include goods and services from both national and international suppliers,"[0.0001837229065131396, 0.00015033857198432088, 0.0003334904322400689, 0.001317907008342445, 0.002260602079331875, 0.9717282056808472, 0.008253326639533043, 0.0012629342963919044, 0.0002935062802862376, 0.0002491270424798131, 9.463491005590186e-05]"
