,sentence,prediction,targets,confidence
874,"To ensure a high level of understanding of the risks of modern slavery and human trafficking within our supply chains and businesses, we successfully delivered Modern Slavery Act training to procurement personnel, helping them to better identify any potential human trafficking and modern slavery issues",0,0,0.5650124692783873
875,Our IntegrityNext tool will be implemented to support the supplier qualification process,0,0,0.5618184895804031
876,A more detailed Human Rights Risk analysis to prevent any kind of modern slavery and human trafficking will be conducted,0,0,0.502138923662074
877,"In 2022, we performed a Human Rights Risk analysis, which will be centrally further developed and conducted on an annual basis",0,0,0.5704278643871264
878,"Based on the analysis results from 2022, we will perform more detailed human rights checks for potential ""high-risk"" suppliers and develop suitable measures together with our newly introduced human rights expert team in RWE Group",0,0,0.5686373748930125
879,"Based on the analysis results from 2022, we will perform more detailed human rights checks for potential ""high-risk"" suppliers and develop suitable measures together with our newly introduced human rights expert team in RWE Group",0,0,0.5686373748930125
880,Modern slavery training will take place annually within the Procurement team,0,0,0.5031112430492043
881,"Jellyfish is a digital marketing agency offering marketing services ranging across PPC, SEO, Social, Analytics, Programmatic, Display and Video",0,0,0.6519945693113289
882,"We employ over 2,000 personnel globally (EMEA, APAC, US) with our Head Office based in the United Kingdom Given the nature of our digital marketing business model, the risk of modern slavery in our business is fairly low to be directly affected by modern slavery and/or human trafficking",1,0,0.5155056787855674
883,"We employ over 2,000 personnel globally (EMEA, APAC, US) with our Head Office based in the United Kingdom Given the nature of our digital marketing business model, the risk of modern slavery in our business is fairly low to be directly affected by modern slavery and/or human trafficking",1,0,0.5155056787855674
884,"We employ over 2,000 personnel globally (EMEA, APAC, US) with our Head Office based in the United Kingdom Given the nature of our digital marketing business model, the risk of modern slavery in our business is fairly low to be directly affected by modern slavery and/or human trafficking",1,0,0.5155056787855674
885,Detailed Modern Slavery Policy can be found at this website link: https://www.jellyfish.com/en-us/modern-slavery-act,0,0,0.5448488208135748
886,Organizational structure Jellyfish Digital Group Limited is a company registered in England and Wales (12280757),0,0,0.6002100826307984
887,"We work with our employees together with the support of our legal, compliance, and procurement functions to maintain modern slavery awareness, manage concerns or breaches to allow us to take any preventative or immediate action as required",0,0,0.5232916008094958
888,Our recruitment and employment procedures include appropriate pre-employment screening of all staff to determine the right to work,0,0,0.6318718108642682
889,Employees also receive an induction which explains all Jellyfish company policies and employees can contact the People Team confidentially on any matters of concern,0,0,0.586644811296673
890,"Relevant policies Given the nature of our digital marketing business model, we consider the risk of modern slavery in the services is fairly low to be directly affected by modern slavery and/or human trafficking Nevertheless, Jellyfish employee awareness and training will help compliance with the Modern Slavery Act so we can identify, prevent breach and maintain compliance in our business operations",0,0,0.5260955366772891
891,"Relevant policies Given the nature of our digital marketing business model, we consider the risk of modern slavery in the services is fairly low to be directly affected by modern slavery and/or human trafficking Nevertheless, Jellyfish employee awareness and training will help compliance with the Modern Slavery Act so we can identify, prevent breach and maintain compliance in our business operations",0,0,0.5260955366772891
892,All employees are provided with a written contract of employment and are required to adhere to Jellyfish company policies available on the company intranet,0,0,0.5958773427933436
893,"Should suppliers fail to live up to our expectations or be unwilling to make any changes we may cease to engage with them Floor 22, The Shard, 32 London Bridge Street, London SE1 9SG Jellyfish Digital Group Limited is a company registered in England and Wales (12280757) DocuSign Envelope ID: 74098F55-5941-42B5-A1E6-011063BD2A43",0,0,0.5645657220659351
894,Performance indicators We have reviewed our key performance indicators (KPIs),0,0,0.5958658476398098
895,"As a result, we are: Requiring all employees to complete mandatory training on Modern Slavery as a module within our onboarding programme within the first 3 months of their employment",0,0,0.5743874756693971
896,Further steps: We will be looking to introduce specific measures to ensure that our obligations under the Act are passed through our supply chain,0,0,0.6052940418384393
897,"These will include: Obtaining contractual obligations for conformance to the Modern Slavery Act Improving supplier due diligence to ensure Modern Slavery compliance anywhere in the suppliers business or by any of the suppliers in its supply chain and that all necessary processes and policies have been put into place to ensure that this remains the case Obtaining a contractual right to request compliance-related information and the right to audit suppliers at our discretion Ensuring risk areas are documented, monitored and taken into consideration in any future contract renewals Assessing supply chain level information and engaging directly with suppliers to set up systems that provide reliable supply chain information, especially for the most at-risk jurisdictions Recording and monitoring employee acceptance and understanding of the company policies",0,0,0.5879032251635938
898,We require all employees to complete compulsory modules on Modern Slavery and Human Trafficking within our onboarding program within the first 3 months of their employment,0,0,0.569594929598504
899,Our modern slavery training covers: The background and scale of Modern Slavery and Human Trafficking The role of Human Trafficking in Modern Slavery Examples of different types of slavery The laws and regulations associated with Modern Slavery Identifying forms of Modern Slavery How and when to raise concerns regarding Modern Slavery Advice and guidance for dealing with child victims of Modern Slavery Advice and guidance for working with adult victims of Modern Slavery Signpost to resources about Modern Slavery and Human Trafficking This statement has been approved by the CEO of the Jellyfish Digital Group Limited and will be updated and reviewed annually,0,0,0.6384799279166322
900,"We manufacture expanded polystyrene products for the construction, civil engineering, horticulture, fresh produce (fish and processed foods) and the packaging and automotive industries",0,0,0.6609897202744938
901,We supply finished products via distributors and direct to end users from three manufacturing sites across the UK,0,0,0.6289211150717472
902,We only supply products to the UK,0,0,0.6450820438067622
903,"Policies on Anti-Slavery and Human Trafficking We maintain a clear and comprehensive Modern Slavery Policy which is annually reviewed, updated, and approved by the senior management team",0,0,0.5510726109892321
904,"Policies on Anti-Slavery and Human Trafficking We maintain a clear and comprehensive Modern Slavery Policy which is annually reviewed, updated, and approved by the senior management team",0,0,0.5510726109892321
905,"Our Policy states that modern slavery is a crime and a violation of fundamental human rights to which both BEWI UK Construction, and Packaging have a zero-tolerance approach, as perpetuated within this policy and is the responsibility of every individual part of our business",1,0,0.7169486644686563
906,"This legislation is a crucially important development in tackling slavery and human trafficking, and we will not trade or partner with any business or organisation which is involved in this shocking practice however remotely or indirectly",1,0,0.5867135414504545
907,"Our supply chains include: The main raw material used in our process is Styrene which we responsibly source from companies manufacturing worldwide, but particularly in EU countries",0,0,0.6307135096791183
908,"The suppliers of our raw material supply for example, come from the Netherlands, Germany, France, Austria, Italy, Mexico, China and Turkey",0,0,0.6228759339089156
909,The raw material used to produce Styrene is Styrene Monomer,0,0,0.6333254212959795
910,This is a by-product of the oil extraction and oil refining/petrochemical industries and is noted as a risk of modern slavery due to the countries in which it operates,1,0,0.5040898463832121
911,Due to demand and availability from time to time they may source Styrene Monomer from outside their organisation,0,0,0.5844190927501026
912,"Under either their own ISO 14001 certification or their own nationally recognised environmental management system, they must only purchase from other ISO 14001, or equivalent approved manufacturers",0,0,0.5636929157142568
913,The Petrochemical industry are required to report every year on the steps they are taking to ensure that slavery and human trafficking is not taking place in any part of its own business,1,0,0.5419968354699474
914,If they are taking no steps this must also be reported,1,0,0.6242993802451529
915,We have reviewed the risks that these supply chains can present,0,0,0.5452589427884296
916,We require our suppliers and contractors to demonstrate a zero-tolerance approach to exploitation,1,0,0.7077409790926146
917,To this end we have inserted a clause into our contracts with any organisation in our supply chain requiring that they comply with the provisions of the Act and granting us the right to terminate in the event of their failure to do so,0,0,0.5747555322656602
918,To this end we have inserted a clause into our contracts with any organisation in our supply chain requiring that they comply with the provisions of the Act and granting us the right to terminate in the event of their failure to do so,0,0,0.5747555322656602
919,Mitigate the risk of slavery and human trafficking occurring in our supply chains,0,0,0.5079041689221983
920,Monitor potential risk areas in our supply chains,0,0,0.5415293193077517
921,Made staff aware of the Modern Slavery Act and informed them of what to do if they suspect there is a case of this,0,0,0.5742549939281336
922,Protect whistle blowers,0,0,0.610338876307542
923,"All of our suppliers are managed and maintained through our BEWI group supplier sustainability platform for total transparency, and through this procurement process, we will only engage with suppliers and contractors who confirm their compliance with the Act",0,0,0.5706689471221366
924,We will continue to keep our staff informed and raise awareness of how to recognise and respond to indicators of human rights abuses,0,0,0.5812296007875173
925,"We have adapted and re-promoted our existing corporate policies to incorporate modern slavery and human trafficking issues, including our whistleblowing policy which allows employees to report any concerns confidentially",0,0,0.5930357496445073
926,We will continue to review our policies and procedures to ensure that anti-slavery is at the forefront of our operations,0,0,0.5756729804514944
927,"About PPHE Hotel Group PPHE Hotel Group is an international hospitality real estate company, with a 2.2 billion portfolio, valued as at December 2023 by Savills and Zagreb nekretnine Ltd (ZANE), of primarily prime freehold and long leasehold assets in Europe",0,0,0.5875280690370126
928,"Through its subsidiaries, jointly controlled entities and associates it owns, co-owns, develops, leases, operates and franchises hospitality real estate",0,0,0.6510538092497341
929,"Its portfolio includes full-service upscale, upper upscale and lifestyle hotels in major gateway cities and regional centres, as well as hotel, resort and campsite properties in select resort destinations",0,0,0.6337593871776109
930,"The Groups strategy is to grow its portfolio of core upper upscale city centre hotels, leisure and outdoor hospitality and hospitality management platform",0,0,0.6300776816644009
931,"PPHE Hotel Group benefits from having an exclusive and perpetual licence from the Radisson Hotel Group, one of the world's largest hotel groups, to develop and operate Park Plaza branded hotels and resorts in Europe, the Middle East and Africa",0,0,0.5942588342796443
932,"In addition, PPHE Hotel Group wholly owns, and operates under, the art'otel brand and its Croatian subsidiary owns, and operates under, the Arena Hotels & Apartments and Arena Campsites brands",0,0,0.5982062688130367
933,PPHE Hotel Group is a Guernsey registered company with shares listed on the London Stock Exchange,0,0,0.6186168165926395
934,"PPHE Hotel Group also holds a controlling ownership interest in Arena Hospitality Group, whose shares are listed on the Prime market of the Zagreb Stock Exchange",0,0,0.6004460080898671
935,Further details of our group companies can be found in our Annual Report at: Reports and Presentations : PPHE Hotel Group,0,0,0.6187834270668391
936,"Every person deserves working conditions which are fair and offer an opportunity to make a better life for themselves, their family and the community OUR SUPPLY CHAIN We source an extensive variety of products and services for the operations and functioning of our hotel properties across UK and Europe",1,0,0.5207310037717126
937,We operate a centralised procurement model and we have established strong supplier relationships over the years,0,0,0.6324376671382534
938,OUR POLICY ON SLAVERY AND HUMAN TRAFFICKING We maintain and annually review a Responsible & Ethical Sourcing Policy that underpins our commitment to ensure that there is no modern slavery or human trafficking in our supply chains or in any part of our business,1,0,0.5631205902920695
939,OUR POLICY ON SLAVERY AND HUMAN TRAFFICKING We maintain and annually review a Responsible & Ethical Sourcing Policy that underpins our commitment to ensure that there is no modern slavery or human trafficking in our supply chains or in any part of our business,1,0,0.5631205902920695
940,"The Human Rights Policy defines the basic standards of human rights that our Group will adhere to at all times and which we expect our business partners to respect, and have been developed in line with International Labour Organisation principles",0,0,0.5718805996057424
941,Our Human Rights Policy and Responsible and Ethical Sourcing Policy reflect our commitment to acting ethically and with integrity in all our business relationships and to implementing and enforcing effective systems and controls to ensure slavery and human trafficking is not taking place anywhere in our organisation or in our supply chains,0,0,0.6054159819016443
942,"TRAINING As a Group we are mindful of the serious risks of human trafficking faced by the hospitality industry and we ensure that all our team members receive training to spot signs of trafficking, and encouragement to speak-up",0,0,0.5787569762491829
943,"TRAINING As a Group we are mindful of the serious risks of human trafficking faced by the hospitality industry and we ensure that all our team members receive training to spot signs of trafficking, and encouragement to speak-up",0,0,0.5787569762491829
944,"Our induction programme for new staff includes training on the signs of Modern Slavery and Human Trafficking specific to the hotel industry, and information about confidential reporting channels",0,0,0.5368683609910441
945,We ensure that there is a channel for reporting whether through line managers or through whistle-blower hotlines,0,0,0.5804504645253022
946,Human rights training modules are also available on our Learn & Grow training suite,0,0,0.5899544731245908
947,"As part of our risk assessment within our organisation periodically covert audits of all our hotels in the UK to ensure all our team members were aware of their responsibilities to spot the signs of human trafficking take place as part of our risk, health and safety programme",0,0,0.5324529642472694
948,"Workers at sea are automatically at higher risk of exploitation, because they are unable to leave their workplace, and their employer controls their working and living environments",1,0,0.5421139436829674
949,We are factoring this into new policy documents,0,0,0.5741176099296076
950,"TMG is a limited company registered in England and Wales whose registered office is at 111 Buckingham Palace Road, London, SW1W 0DT, with registered number 00451593",0,0,0.6137950073012053
951,"CMC is a limited company registered in England and Wales whose registered office is at 111 Buckingham Palace Road, London, SW1W 0DT, with registered number 06081165",0,0,0.6286558672097515
952,"Our business and supply chains TMG is a multi-platform media organisation and the publisher of The Daily Telegraph, The Sunday Telegraph, The Telegraph Magazine, www.telegraph.co.uk, and the Telegraph app",0,0,0.5259194886666333
953,"Our business and supply chains TMG is a multi-platform media organisation and the publisher of The Daily Telegraph, The Sunday Telegraph, The Telegraph Magazine, www.telegraph.co.uk, and the Telegraph app",0,0,0.5259194886666333
954,CMC is a print magazine and digital publisher of lifestyle and sporting content with a wide range of brands as listed on www.chelseamagazines.com,0,0,0.571312659588171
955,CMC is a print magazine and digital publisher of lifestyle and sporting content with a wide range of brands as listed on www.chelseamagazines.com,0,0,0.571312659588171
956,The Telegraph Media Group is based in the UK and has a large global audience,0,0,0.6112348655845996
957,"Our operations and supply chain relate mainly to the following services: printing and distribution, building and office services, events services, media services, recruitment, technology, training, marketing and advertising, customer services and retail",0,0,0.6308294384183301
958,"Our operations and supply chain relate mainly to the following services: printing and distribution, building and office services, events services, media services, recruitment, technology, training, marketing and advertising, customer services and retail",0,0,0.6308294384183301
959,Policies: We have a Modern Slavery policy which we have embedded in our Staff Handbook,0,0,0.5508361108582314
960,"Whistleblowing: Our whistleblowing policy encourages our employees, customers, business partners and suppliers, to report any concerns, including any circumstances that may give rise to an enhanced risk of slavery or human trafficking",0,0,0.5675285418000129
961,"For example, the Companies recruitment process requires new employees, agency workers or fixed term contractors to comply with the RWE Code of Conduct",0,0,0.5492773186667792
962,"This sets out requirements that Suppliers provide safe working conditions, treat workers with dignity and respect and act ethically and within the law in their use of labour",0,0,0.5968271529338697
963,"We undertake a higher level of due diligence, if there is a higher risk of modern slavery",0,0,0.5419648545666201
964,Enhanced Monitoring: At present there have been no suppliers who have been identified during the due diligence process as high risk suppliers,1,1,0.5460500855759189
965,Should any suppliers be identified as having a higher potential for modern slavery then this supplier would be monitored and investigated more closely by our procurement and compliance teams,0,0,0.5794310019836527
966,modern slavery provisions are included in contracts,0,0,0.5636942036329442
967,"Employee assurance: We require all staff (whether permanent, fixed term, temporary or freelance) to demonstrate that they possess appropriate right-to-work documentation",0,0,0.6181944681721325
968,"The Companies have established policies relating to Speak Up, Grievance, Bullying & Harassment, and Recruitment & Selection which also adopt the core values of RWEs Code of Conduct",1,0,0.5042658320838072
969,New joiners are assigned a modern slavery training module to complete as part of their probation,1,0,0.5136037075233434
970,The training module and modern slavery policy are available year- round to existing staff,0,0,0.5245547262519905
971,We take our modern slavery obligations very seriously and will continue to monitor compliance on an on-going basis and look for new ways to enhance the training on offer,0,0,0.5686323389529688
972,MODERN SLAVERY STATEMENT Robert Bosch UK Holdings Limited is the holding company of a number of Bosch subsidiaries in the United Kingdom,0,0,0.6525405458455421
973,This statement is provided for itself and on behalf of the subsidiaries and sister companies listed at the end of this statement,0,0,0.5695477533067671
974,We are part of the Bosch Group and our ultimate parent company is Robert Bosch GmbH,0,0,0.6967187755582381
975,Robert Bosch GmbH has its head office in Germany,0,0,0.6400104411517319
976,"The Bosch Group has over 400,000 employees and operates in over 60 countries",0,0,0.6321391877536189
977,"The Bosch Group has over 400,000 employees and operates in over 60 countries",0,0,0.6321391877536189
978,Our Procurement Terms and Conditions require all our suppliers to comply with the RWE Code of Conduct,0,0,0.5415477083129663
979,Social Responsibility at Bosch Bosch will not work with any suppliers who have demonstrably and repeatedly failed to comply with basic International Labour Organization (ILO) standards,1,0,0.5797224877957141
980,"Source: United Nations Global Compact Due Diligence Processes for Slavery and Human Trafficking Since 2004, the Bosch Group has belonged to the United Nations Global Compact",0,0,0.5797929846497781
981,"We support the ten principles of the Global Compact and, in compliance with the Bosch values, use the international network in order to set higher standards in human and workers rights, as well as in environmental protection and the fight against corruption",0,0,0.6012953448134974
982,"As a member of the Bosch Group, Robert Bosch UK Holdings Limited is committed to this initiatives ten global principles in the areas of human rights, working standards, environmental protection, and the fight against corruption",0,0,0.595398630108527
983,Neither the Bosch Group nor Robert Bosch UK Holdings Limited will work with any suppliers who have demonstrably and repeatedly failed to comply with basic ILO labour standards,1,1,0.7385923310919156
984,"Effectiveness The following link provides an overview of the progress made in the most recent reporting period by the Bosch Group, which Robert Bosch UK Holdings Limited is a part of, in relation to the ten principles of responsible corporate governance in Global Compact",0,0,0.5701695854449742
985,The Company Directors and Senior Management of Robert Bosch UK Holdings Limited shall take the responsibility for implementing this policy statement and its objectives and shall provide adequate resources and investment to ensure that slavery and human trafficking is not taking place within the organisation within its supply chains,1,0,0.6069734065628952
986,List of subsidiaries of Robert Bosch UK Holdings Limited,0,0,0.5808384931517492
987,Robert Bosch Limited,0,0,0.6894018198455609
988,Sia Abrasives Holdings Limited,0,0,0.6492498466525609
989,Bosch Rexroth Limited,0,0,0.6814388879141611
990,Protec Fire and Security Group Ltd,0,0,0.6353555798353857
991,Bosch Service Solutions Limited,0,0,0.6704866387593331
992,Protec Fire Detection (Export) Ltd,0,0,0.6348952431246674
993,ETAS Limited,0,0,0.6729874421392282
994,X L Fire Detection Systems Ltd,0,0,0.6758566257325866
995,Bosch Automotive Service Solutions Limited,0,0,0.6609856369593892
996,Lynteck Ltd,0,0,0.6689190035938682
997,Bosch Automotive Training Limited,0,0,0.6720730878182741
998,Protec Fire Detection Plc,0,0,0.633738984957154
999,Lagta Group Training Limited,0,0,0.6280395440893143
1000,Protec Camerfield Ltd,0,0,0.6494409393468454
1001,Bosch Thermotechnology Limited,0,0,0.6788437304435181
1002,Firepro Systems Ltd,0,0,0.6902386743292089
1003,Bosch Lawn and Garden Limited,0,0,0.6787324837898505
1004,Face Macanda Ltd,0,0,0.6112122397946367
1005,Sia Abrasives (GB) Limited,0,0,0.6322177718102661
1006,Camerfield Ltd,0,0,0.657091518404656
1007,Sia Fibral Limited,0,0,0.6377394692827175
1008,Gas Alarm Systems Ltd,0,0,0.6502410108786213
1009,Sia Abrafoam Limited,0,0,0.6549568828596597
1010,Hydraforce Hydraulics Limited,0,0,0.666450924127076
1011,Motec (Europe) Limited,0,0,0.6452339861129661
1012,Elpro UK Limited,0,0,0.6491980276600646
1013,"Moore Kingston Smith is a leading UK provider of professional services, including audit, tax, advisory, legal and consulfing work",0,0,0.620558542239653
1014,"We operate through a number of enfifies, all of which are subject to signicant external regulafion, legislafion and oversight",0,0,0.5962452775694723
1015,"For the purposes of this statement, our supply chains include those companies and enfifies within the Moore Global Network which supply us",0,0,0.5622405894493655
1016,"We employ our people to provide services, expertise and advice to our clients and we may refer to external contractors to give specialist advice where we are unable to do so in house",0,0,0.6639790772778087
1017,"Our suppliers can include temporary staff, agencies, IT, stationery and office suppliers, catering, hospitality and event companies, legal services and occupational health providers, among others",0,0,0.6603124528679434
1018,"The RWE Code of Conduct is consistent with the ""Labour standards"" set out in the United Nations Global Compact",0,0,0.5603141388698945
1019,"Our partners and our people are required to comply with these Ethics and to avoid any direct or indirect harassment, victimisation or discrimination of colleagues, suppliers or other third parties",0,0,0.5758594561924318
1020,Such behaviour may be deemed as gross misconduct which could result in serious disciplinary action and/or dismissal,0,0,0.6348853520221308
1021,"This year we have partnered with Safe Workplace, an App which allows our people to anonymously report any behaviour at work which makes them feel uncomfortable",0,0,0.543119614022161
1022,"Although we continue to encourage anyone affected to obtain support internally, including via HR or the Ethics Partner, we understand that there may be times when our people prefer to speak to someone externally, whilst protecting their identity",0,0,0.5534063074325729
1023,"All of our people also have access to a clear Whistleblowing policy, which was revised and improved in 2022",0,0,0.5696740274728814
1024,"All of our people also have access to a clear Whistleblowing policy, which was revised and improved in 2022",0,0,0.5696740274728814
1025,Our policy clearly sets out that such concerns are reported in strict confidence to our Ethics partner and explains the full legal protection which applies to anyone who makes a disclosure,0,0,0.5398258518057215
1026,There have not been any reported incidents of slavery or trafficking during the year,1,0,0.6565584079907076
1027,"RISK ASSESSMENT AND DUE DILIGENCE PROCESSES We provide professional services, primarily in the UK, both of which are considered to offer lower risks, but we continue to assess the threats of slavery and human trafficking occurring within our operations",0,0,0.5725760930661867
1028,"RISK ASSESSMENT AND DUE DILIGENCE PROCESSES We provide professional services, primarily in the UK, both of which are considered to offer lower risks, but we continue to assess the threats of slavery and human trafficking occurring within our operations",0,0,0.5725760930661867
1029,"RISK ASSESSMENT AND DUE DILIGENCE PROCESSES We provide professional services, primarily in the UK, both of which are considered to offer lower risks, but we continue to assess the threats of slavery and human trafficking occurring within our operations",0,0,0.5725760930661867
1030,"Our recruitment policies ensure that all candidates produce original documentation confirming that they have the right to work in the UK, prior to commencing employment",0,0,0.6251221433488654
1031,"We provide counselling, mental health support and trained mental health first aiders for our team and we offer training on how to identify and manage mental health issues",0,0,0.6822221786757766
1032,"In our supply base, the relationship with most suppliers has been established over some years",0,0,0.5806999526263628
1033,They have also been asked to confirm what steps they take to ensure these risks are not present within their own supply chains,0,0,0.5095090840125465
1034,Our onboarding and diligence process requires all new suppliers approach to Modern Slavery to be confirmed before they are able to commence a relationship with Moore Kingston Smith,1,0,0.514758004118276
1035,We have also issued revised terms to our preferred recruitment agencies,0,0,0.5609579295803472
1036,"These ensure that Moore Kingston Smith only uses specified, reputable, employment agencies to source labour and all such agencies must confirm that they share our zero-tolerance approach to Modern Slavery",1,0,0.5616178224209636
1037,"We have again referred to the International Labour Organisations Indicators of Forced Labour and we have not found, or been made aware of, any such instances in our business or supply chain",1,1,0.6860645650381396
1038,"TRAINING AND RAISING AWARENESS This statement is shared with our people with a clear explanation of the background, the current risks in our business and society and what steps we take to help eradicate these crimes",0,0,0.6570277443386666
1039,All new joiners receive this statement as part of their overall Ethics introduction,0,0,0.6479911024720436
1040,Our whistleblowing policy is also included and explained during this standard induction,0,0,0.5577828539607181
1041,FURTHER STEPS AND MEASURING EFFECTIVENESS We continue to raise internal awareness by reminding our people to report any concerns which they have,0,0,0.614660546155345
1042,We will update our standard engagement terms with our clients this year,0,0,0.6045901404936149
1043,"Our revised terms will require all of our clients to confirm that they also adhere to all applicable modern slavery and human trafficking legislation, including, but not limited to, the Modern Slavery Act 2015",0,0,0.5664830091177495
1044,"The effectiveness of our policies and processes are measured by monitoring the number of our suppliers, agencies, contractors and clients which accept our terms and the number, if any, which do not accept or raise any issues",0,0,0.5594597331249171
1045,We also continue to record concerns or incidents raised via the whistleblowing policy or otherwise reported to us,0,0,0.565665815817666
1046,"/06/2023, 10:10 EPUKi - Modern Slavery Statement https://www.epuki.co.uk/other/modern-slavery-statement/ 1/3 EP UK Investments Ltd Modern Slavery Statement 12th May 2023 EP UK Investments Ltd (EPUKI) is a UK energy company which together with its subsidiaries (we and our hereinafter), primarily focuses on power generation from conventional and renewable asset sources in the UK and Ireland",1,0,0.5492007890033692
1047,"We represent the UK interests of Energetick a prmyslov holding, a leading Central European energy group",0,0,0.5545451409019196
1048,"We represent the UK interests of Energetick a prmyslov holding, a leading Central European energy group",0,0,0.5545451409019196
1049,"/06/2023, 10:10 EPUKi - Modern Slavery Statement https://www.epuki.co.uk/other/modern-slavery-statement/ 2/3 We have revised our supply chain contracts to include a more extensive anti-slavery clause, prohibiting suppliers and their employees and subcontractors, from engaging in slavery or human trafficking",1,0,0.5746839920151308
1050,Recruitment Our HR department has stringent policies in place governing the recruitment process and utilises only reputable recruitment agencies after undertaking pre-contract evaluation,0,0,0.5894519622406041
1051,Recruitment Our HR department has stringent policies in place governing the recruitment process and utilises only reputable recruitment agencies after undertaking pre-contract evaluation,0,0,0.5894519622406041
1052,"In terms of general recruitment, we comply with all relevant laws and regulations including without limitation ensuring that all employees are legally permitted to work in the UK, have a written contract of employment and are informed about holiday and sickness entitlements and benefits",0,0,0.6040962163326615
1053,Policies We have appropriate policies in place that underpin our commitment to ensure that there is no modern slavery or human trafficking in our supply chains or any part of our business,0,0,0.5161792372519141
1054,We regularly review and update all our policies,0,0,0.6104217973248145
1055,Our modern slavery policy reflects our commitment to acting ethically and with integrity in all our business relationships and to implementing and enforcing effective systems and controls to ensure slavery and human trafficking is not taking place anywhere in our supply chains,1,0,0.581924079448854
1056,"In addition to our modern slavery policy, we maintain a range of policies across the business relevant to modern slavery, such as an anti-corruption and bribery policy, corporate social responsibility for suppliers policy and grievance procedure",0,0,0.559967341960171
1057,Reporting Issues We have implemented clear lines of reporting across our business in addition to a dedicated contact for reporting any concerns or risks around modern slavery,0,0,0.5726821374380808
1058,"Training To ensure a high level of understanding of the risks of modern slavery and human trafficking in our supply chains and our business, we continue to provide training to our staff",0,0,0.5749476515306386
1059,"Next Steps Following a review of the effectiveness of the steps we have taken in 2022 to ensure that there is no slavery or human trafficking in our supply chains we intend to continue with the steps set out above, monitoring our business and supply chain and encouraging any concerns to be raised through the reporting channels",0,0,0.5712246325198356
1060,"Policies and procedures will be regularly reviewed, and any necessary updates reflected in them",0,0,0.5926092949713436
1061,"Kimberly-Clarks well-known consumer and away-from-home brands, including Kleenex, Kotex, Huggies, Pull-Ups, KleenGuard, Andrex, and WypAll are an indispensable part of life for people in more than 175 countries",0,0,0.6379498175625099
1062,RWE Procurement requires all suppliers and contractors to comply with the RWE Code of Conduct,0,0,0.5325776298617177
1063,"How this Statement was Developed This Statement has been developed through a process of consultation involving officers and senior managers of Kimberly-Clark Corporation, Kimberly-Clark Limited, Kimberly-Clark Europe Limited, Kimberly-Clark European Services Limited , in the course of which the participants have had the opportunity to have input into, and to approve, the content of this Statement",0,0,0.6692522993245864
1064,"References in this statement to Kimberly-Clark include the UK reporting entities, as well as Kimberly-Clark Corporation and its affiliates, due to our global approach towards the identification and mitigation of modern slavery risks",0,0,0.564677988581733
1065,"Organisation Structure, Operations & Supply Chains With manufacturing operations in 33 countries across North and South America, Europe, Middle East and Africa and throughout Asia and Australia and approximately 40,000 employees and fueled by ingenuity, creativity, and an understanding of peoples most essential needs Kimberly-Clark's portfolio of trusted products includes sanitary and incontinence products, paper towel, facial and bath tissue products, cleansing wipes, personal protective equipment, soaps and hand sanitizers and diapers",0,0,0.5865334867420502
1066,"Organisation Structure, Operations & Supply Chains With manufacturing operations in 33 countries across North and South America, Europe, Middle East and Africa and throughout Asia and Australia and approximately 40,000 employees and fueled by ingenuity, creativity, and an understanding of peoples most essential needs Kimberly-Clark's portfolio of trusted products includes sanitary and incontinence products, paper towel, facial and bath tissue products, cleansing wipes, personal protective equipment, soaps and hand sanitizers and diapers",0,0,0.5865334867420502
1067,"We are supported by over 25,000 suppliers worldwide, who not only provide quality raw materials and finished goods, but also service our offices with supplies, software, and services, including marketing and media to help us communicate with our customers and consumers",0,0,0.6443895455121641
1068,"Our suppliers are located throughout the world and supply raw materials including virgin and recycled fiber, polymers and resins, nonwoven fabrics and poly films, superabsorbent polymer, elastics, hook and loop fasteners, adhesives, and chemicals",0,0,0.634734474393795
1069,"Additionally, we procure packaging materials including corrugate containers, cartons, poly wrap, bags, cores, and corestock",0,0,0.6375403974106437
1070,"In addition to working with suppliers, Kimberly-Clark operates a highly efficient supply chain of its own, consisting of a global network of distribution centers, serviced by logistics operators, to deliver our products to our wholesaler, distributor, and retailer partners",0,0,0.6038718144863097
1071,These partners in turn operate complex supply chains to deliver these products to our end-user customers,0,0,0.6315175377794374
1072,"To learn more about our leadership structure, please visit the Leadership Team section of our website",0,0,0.6113918743248439
1073,This is to ensure compliance with our Code of Conduct and the Anti-Slavery and Human Trafficking Policy,0,0,0.5135176096831182
1074,"Similarly, we have published Supplier Social Compliance Standards (SSCS) aligned with the ILOs Declaration on Fundamental Principles and Rights at Work, UN Guiding Principles on Business and Human Rights, the UN Global Compact, and the Ethical Trading Initiatives ETI Base Code which set forth our principles and procedures to hold suppliers and contractors accountable for combating forced labor and human trafficking",0,0,0.5870872043864599
1075,"Suppliers must evaluate and address risks of human trafficking and slavery and not produce goods or services using forced, bonded, indentured, involuntary convict or compulsory labor, and comply with applicable laws",1,0,0.6044077895533896
1076,Suppliers acknowledge and agree to the SSCS as part of their contracts with Kimberly-Clark,0,0,0.5035644470931416
1077,"By agreeing to the SSCS, suppliers certify that their materials are produced in compliance with laws relating to human trafficking and slavery as well as applicable labor laws in the countries where they operate",0,0,0.5827889749106708
1078,The SSCS is available on Kimberly- Clarks website in 10 languages,0,0,0.5550664615979367
