sentence_id,statement_id,sentence,prediction,targets,confidence
1513,SID_482,The Companies current suppliers are audited against these lists on a regular basis and further investigations are carried out if required,0,0,0.5740132297362295
1514,SID_482,"Due diligence processes in relation to slavery and human trafficking within our supply chains We take appropriate steps to verify that potential suppliers are not currently, nor have been previously involved in slavery or human trafficking",0,0,0.4421438249130015
1515,SID_476,New employees: The employee code of conduct will be signposted to all new Management employees at their company induction,0,0,0.5364743052509731
1516,SID_482,Our supplier qualification process is applied to all new suppliers that meet our qualifying criteria who must provide formal confirmation that there is no modern slavery taking place within their business or within their own supply chains,0,0,0.4604937286820616
1518,SID_482,We conduct regular supply chain risk assessments on the information received from our existing and new suppliers,0,0,0.5494785294780055
1520,SID_482,"This Code of Conduct applies across the entire RWE Group, and adopts the core values of the United Nations Global Compact, including recognising, supporting, and putting into practice the United Nations Global Compacts 10 principles pertaining to human rights, labour standards, environmental protection and anti-corruption in all our areas of influence",0,0,0.5762056885350793
1523,SID_482,The Companies have a dedicated Compliance team who work with legal and procurement experts to support the implementation and enforcement of the Modern Slavery Act 2015,0,0,0.5581353702121625
1524,SID_482,"To ensure a high level of understanding of the risks of modern slavery and human trafficking within our supply chains and businesses, we successfully delivered Modern Slavery Act training to procurement personnel, helping them to better identify any potential human trafficking and modern slavery issues",0,0,0.5650124692783873
1525,SID_482,"In addition to the Modern Slavery Act training, procurement personnel received training in relation to the German Supply Chain Due Diligence Act and connected requirements to ensure compliance with the new law as of 2023",0,0,0.5632361096364866
1529,SID_482,The existing UK Modern Slavery Clause will be maintained,0,0,0.570017292676938
1530,SID_482,A more detailed Human Rights Risk analysis to prevent any kind of modern slavery and human trafficking will be conducted,0,0,0.502138923662074
1531,SID_482,"In 2022, we performed a Human Rights Risk analysis, which will be centrally further developed and conducted on an annual basis",0,0,0.5704278643871264
1533,SID_482,Modern slavery training will take place annually within the Procurement team,0,0,0.5031112430492043
1534,SID_482,A further appropriate training scheme for the German Due Diligence Act 2023 will be reviewed in 2023,0,0,0.6012843855680291
1542,SID_491,"Jellyfish is a digital marketing agency offering marketing services ranging across PPC, SEO, Social, Analytics, Programmatic, Display and Video",0,0,0.6519945693113289
1543,SID_491,"We employ over 2,000 personnel globally (EMEA, APAC, US) with our Head Office based in the United Kingdom Given the nature of our digital marketing business model, the risk of modern slavery in our business is fairly low to be directly affected by modern slavery and/or human trafficking",0,0,0.48449432121443264
1543,SID_491,"We employ over 2,000 personnel globally (EMEA, APAC, US) with our Head Office based in the United Kingdom Given the nature of our digital marketing business model, the risk of modern slavery in our business is fairly low to be directly affected by modern slavery and/or human trafficking",0,0,0.48449432121443264
1554,SID_491,Organizational structure Jellyfish Digital Group Limited is a company registered in England and Wales (12280757),0,0,0.6002100826307984
1556,SID_491,"We work with our employees together with the support of our legal, compliance, and procurement functions to maintain modern slavery awareness, manage concerns or breaches to allow us to take any preventative or immediate action as required",0,0,0.5232916008094958
1558,SID_491,Employees also receive an induction which explains all Jellyfish company policies and employees can contact the People Team confidentially on any matters of concern,0,0,0.586644811296673
1562,SID_491,"Relevant policies Given the nature of our digital marketing business model, we consider the risk of modern slavery in the services is fairly low to be directly affected by modern slavery and/or human trafficking Nevertheless, Jellyfish employee awareness and training will help compliance with the Modern Slavery Act so we can identify, prevent breach and maintain compliance in our business operations",0,0,0.5260955366772891
1562,SID_491,"Relevant policies Given the nature of our digital marketing business model, we consider the risk of modern slavery in the services is fairly low to be directly affected by modern slavery and/or human trafficking Nevertheless, Jellyfish employee awareness and training will help compliance with the Modern Slavery Act so we can identify, prevent breach and maintain compliance in our business operations",0,0,0.5260955366772891
1568,SID_491,We are committed to the following: Mapping the supply chain to assess particular product or geographical risk Entering into business relationships with suppliers that reflect our organisational values,0,0,0.6273971095555588
1570,SID_491,"Should suppliers fail to live up to our expectations or be unwilling to make any changes we may cease to engage with them Floor 22, The Shard, 32 London Bridge Street, London SE1 9SG Jellyfish Digital Group Limited is a company registered in England and Wales (12280757) DocuSign Envelope ID: 74098F55-5941-42B5-A1E6-011063BD2A43",0,0,0.5645657220659351
1571,SID_491,Performance indicators We have reviewed our key performance indicators (KPIs),0,0,0.5958658476398098
1572,SID_491,"As a result, we are: Requiring all employees to complete mandatory training on Modern Slavery as a module within our onboarding programme within the first 3 months of their employment",0,0,0.5743874756693971
1574,SID_491,"These will include: Obtaining contractual obligations for conformance to the Modern Slavery Act Improving supplier due diligence to ensure Modern Slavery compliance anywhere in the suppliers business or by any of the suppliers in its supply chain and that all necessary processes and policies have been put into place to ensure that this remains the case Obtaining a contractual right to request compliance-related information and the right to audit suppliers at our discretion Ensuring risk areas are documented, monitored and taken into consideration in any future contract renewals Assessing supply chain level information and engaging directly with suppliers to set up systems that provide reliable supply chain information, especially for the most at-risk jurisdictions Recording and monitoring employee acceptance and understanding of the company policies",0,0,0.5879032251635938
1574,SID_491,"These will include: Obtaining contractual obligations for conformance to the Modern Slavery Act Improving supplier due diligence to ensure Modern Slavery compliance anywhere in the suppliers business or by any of the suppliers in its supply chain and that all necessary processes and policies have been put into place to ensure that this remains the case Obtaining a contractual right to request compliance-related information and the right to audit suppliers at our discretion Ensuring risk areas are documented, monitored and taken into consideration in any future contract renewals Assessing supply chain level information and engaging directly with suppliers to set up systems that provide reliable supply chain information, especially for the most at-risk jurisdictions Recording and monitoring employee acceptance and understanding of the company policies",0,0,0.5879032251635938
1576,SID_491,We require all employees to complete compulsory modules on Modern Slavery and Human Trafficking within our onboarding program within the first 3 months of their employment,0,0,0.569594929598504
1577,SID_491,Our modern slavery training covers: The background and scale of Modern Slavery and Human Trafficking The role of Human Trafficking in Modern Slavery Examples of different types of slavery The laws and regulations associated with Modern Slavery Identifying forms of Modern Slavery How and when to raise concerns regarding Modern Slavery Advice and guidance for dealing with child victims of Modern Slavery Advice and guidance for working with adult victims of Modern Slavery Signpost to resources about Modern Slavery and Human Trafficking This statement has been approved by the CEO of the Jellyfish Digital Group Limited and will be updated and reviewed annually,0,0,0.6384799279166322
1582,SID_492,"We manufacture expanded polystyrene products for the construction, civil engineering, horticulture, fresh produce (fish and processed foods) and the packaging and automotive industries",0,0,0.6609897202744938
1583,SID_492,We supply finished products via distributors and direct to end users from three manufacturing sites across the UK,0,0,0.6289211150717472
1584,SID_492,We only supply products to the UK,0,0,0.6450820438067622
1585,SID_492,"Whilst our end users may transfer our products outside the UK, this is a very rare occurrence due to the high cost of transportation and easy availability of similar products in other countries",0,0,0.5896219243941986
1595,SID_492,"They may have very few possessions, including a lack of identification",0,0,0.5462849186920624
1597,SID_492,"Policies on Anti-Slavery and Human Trafficking We maintain a clear and comprehensive Modern Slavery Policy which is annually reviewed, updated, and approved by the senior management team",0,0,0.5510726109892321
1598,SID_492,"Our Policy states that modern slavery is a crime and a violation of fundamental human rights to which both BEWI UK Construction, and Packaging have a zero-tolerance approach, as perpetuated within this policy and is the responsibility of every individual part of our business",1,0,0.7169486644686563
1605,SID_492,"Our supply chains include: The main raw material used in our process is Styrene which we responsibly source from companies manufacturing worldwide, but particularly in EU countries",0,0,0.6307135096791183
1606,SID_492,"The suppliers of our raw material supply for example, come from the Netherlands, Germany, France, Austria, Italy, Mexico, China and Turkey",0,0,0.6228759339089156
1608,SID_492,This is a by-product of the oil extraction and oil refining/petrochemical industries and is noted as a risk of modern slavery due to the countries in which it operates,0,0,0.4959101536167879
1609,SID_492,Due to demand and availability from time to time they may source Styrene Monomer from outside their organisation,0,0,0.5844190927501026
1615,SID_492,To this end we have inserted a clause into our contracts with any organisation in our supply chain requiring that they comply with the provisions of the Act and granting us the right to terminate in the event of their failure to do so,0,0,0.5747555322656602
1615,SID_492,To this end we have inserted a clause into our contracts with any organisation in our supply chain requiring that they comply with the provisions of the Act and granting us the right to terminate in the event of their failure to do so,0,0,0.5747555322656602
1621,SID_492,Made staff aware of the Modern Slavery Act and informed them of what to do if they suspect there is a case of this,0,0,0.5742549939281336
1623,SID_492,"All of our suppliers are managed and maintained through our BEWI group supplier sustainability platform for total transparency, and through this procurement process, we will only engage with suppliers and contractors who confirm their compliance with the Act",0,0,0.5706689471221366
1625,SID_492,"We have adapted and re-promoted our existing corporate policies to incorporate modern slavery and human trafficking issues, including our whistleblowing policy which allows employees to report any concerns confidentially",0,0,0.5930357496445073
1626,SID_492,We will continue to review our policies and procedures to ensure that anti-slavery is at the forefront of our operations,0,0,0.5756729804514944
1631,SID_512,"About PPHE Hotel Group PPHE Hotel Group is an international hospitality real estate company, with a 2.2 billion portfolio, valued as at December 2023 by Savills and Zagreb nekretnine Ltd (ZANE), of primarily prime freehold and long leasehold assets in Europe",0,0,0.5875280690370126
1632,SID_512,"Through its subsidiaries, jointly controlled entities and associates it owns, co-owns, develops, leases, operates and franchises hospitality real estate",0,0,0.6510538092497341
1633,SID_512,"Its portfolio includes full-service upscale, upper upscale and lifestyle hotels in major gateway cities and regional centres, as well as hotel, resort and campsite properties in select resort destinations",0,0,0.6337593871776109
1634,SID_512,"The Groups strategy is to grow its portfolio of core upper upscale city centre hotels, leisure and outdoor hospitality and hospitality management platform",0,0,0.6300776816644009
1635,SID_512,"PPHE Hotel Group benefits from having an exclusive and perpetual licence from the Radisson Hotel Group, one of the world's largest hotel groups, to develop and operate Park Plaza branded hotels and resorts in Europe, the Middle East and Africa",0,0,0.5942588342796443
1635,SID_512,"PPHE Hotel Group benefits from having an exclusive and perpetual licence from the Radisson Hotel Group, one of the world's largest hotel groups, to develop and operate Park Plaza branded hotels and resorts in Europe, the Middle East and Africa",0,0,0.5942588342796443
1636,SID_512,"In addition, PPHE Hotel Group wholly owns, and operates under, the art'otel brand and its Croatian subsidiary owns, and operates under, the Arena Hotels & Apartments and Arena Campsites brands",0,0,0.5982062688130367
1637,SID_512,PPHE Hotel Group is a Guernsey registered company with shares listed on the London Stock Exchange,0,0,0.6186168165926395
1638,SID_512,"PPHE Hotel Group also holds a controlling ownership interest in Arena Hospitality Group, whose shares are listed on the Prime market of the Zagreb Stock Exchange",0,0,0.6004460080898671
1642,SID_512,"Every person deserves working conditions which are fair and offer an opportunity to make a better life for themselves, their family and the community OUR SUPPLY CHAIN We source an extensive variety of products and services for the operations and functioning of our hotel properties across UK and Europe",0,0,0.4792689962282874
1645,SID_512,"Our primary tools for tackling the risk we face in the supply chain are our Responsible and Ethical Sourcing Policy and our Human Rights Policy, both available on our website",0,0,0.5975629990131462
1646,SID_512,OUR POLICY ON SLAVERY AND HUMAN TRAFFICKING We maintain and annually review a Responsible & Ethical Sourcing Policy that underpins our commitment to ensure that there is no modern slavery or human trafficking in our supply chains or in any part of our business,0,0,0.4368794097079305
1646,SID_512,OUR POLICY ON SLAVERY AND HUMAN TRAFFICKING We maintain and annually review a Responsible & Ethical Sourcing Policy that underpins our commitment to ensure that there is no modern slavery or human trafficking in our supply chains or in any part of our business,0,0,0.4368794097079305
1647,SID_512,"The Human Rights Policy defines the basic standards of human rights that our Group will adhere to at all times and which we expect our business partners to respect, and have been developed in line with International Labour Organisation principles",0,0,0.5718805996057424
1648,SID_512,Our Human Rights Policy and Responsible and Ethical Sourcing Policy reflect our commitment to acting ethically and with integrity in all our business relationships and to implementing and enforcing effective systems and controls to ensure slavery and human trafficking is not taking place anywhere in our organisation or in our supply chains,0,0,0.6054159819016443
1649,SID_512,"TRAINING As a Group we are mindful of the serious risks of human trafficking faced by the hospitality industry and we ensure that all our team members receive training to spot signs of trafficking, and encouragement to speak-up",0,0,0.5787569762491829
1650,SID_512,"Our induction programme for new staff includes training on the signs of Modern Slavery and Human Trafficking specific to the hotel industry, and information about confidential reporting channels",0,0,0.5368683609910441
1651,SID_512,We ensure that there is a channel for reporting whether through line managers or through whistle-blower hotlines,0,0,0.5804504645253022
1659,SID_512,"As part of our risk assessment within our organisation periodically covert audits of all our hotels in the UK to ensure all our team members were aware of their responsibilities to spot the signs of human trafficking take place as part of our risk, health and safety programme",0,0,0.5324529642472694
1667,SID_512,"Workers at sea are automatically at higher risk of exploitation, because they are unable to leave their workplace, and their employer controls their working and living environments",0,0,0.45788605631703266
1669,SID_520,"MODERN SLAVERY STATEMENT OF TELEGRAPH MEDIA GROUP LIMITED This statement has been published pursuant to the Modern Slavery Act 2015 Introduction This Statement has been prepared on a consolidated basis on behalf of both The Telegraph Media Group Limited (TMG) and The Chelsea Magazine Company (CMC), a subsidiary of TMG (together, the Telegraph Media Group)",0,0,0.5192375403694273
1671,SID_520,"TMG is a limited company registered in England and Wales whose registered office is at 111 Buckingham Palace Road, London, SW1W 0DT, with registered number 00451593",0,0,0.6137950073012053
1672,SID_520,"CMC is a limited company registered in England and Wales whose registered office is at 111 Buckingham Palace Road, London, SW1W 0DT, with registered number 06081165",0,0,0.6286558672097515
1673,SID_520,"Our business and supply chains TMG is a multi-platform media organisation and the publisher of The Daily Telegraph, The Sunday Telegraph, The Telegraph Magazine, www.telegraph.co.uk, and the Telegraph app",0,0,0.5259194886666333
1674,SID_520,CMC is a print magazine and digital publisher of lifestyle and sporting content with a wide range of brands as listed on www.chelseamagazines.com,0,0,0.571312659588171
1675,SID_520,The Telegraph Media Group is based in the UK and has a large global audience,0,0,0.6112348655845996
1676,SID_520,The Telegraph Media Group engages a variety of suppliers for different services,0,0,0.6004009892627719
1677,SID_520,"Our operations and supply chain relate mainly to the following services: printing and distribution, building and office services, events services, media services, recruitment, technology, training, marketing and advertising, customer services and retail",0,0,0.6308294384183301
1677,SID_520,"Our operations and supply chain relate mainly to the following services: printing and distribution, building and office services, events services, media services, recruitment, technology, training, marketing and advertising, customer services and retail",0,0,0.6308294384183301
1679,SID_520,Policies: We have a Modern Slavery policy which we have embedded in our Staff Handbook,0,0,0.5508361108582314
1680,SID_520,This makes it clear what behaviour is expected of our employees in respect of modern slavery,1,0,0.597242334207475
1681,SID_520,"Whistleblowing: Our whistleblowing policy encourages our employees, customers, business partners and suppliers, to report any concerns, including any circumstances that may give rise to an enhanced risk of slavery or human trafficking",0,0,0.5675285418000129
1684,SID_520,"We undertake a higher level of due diligence, if there is a higher risk of modern slavery",0,0,0.5419648545666201
1686,SID_520,Should any suppliers be identified as having a higher potential for modern slavery then this supplier would be monitored and investigated more closely by our procurement and compliance teams,0,0,0.5794310019836527
1688,SID_520,modern slavery provisions are included in contracts,0,0,0.5636942036329442
1690,SID_482,"The Companies have established policies relating to Speak Up, Grievance, Bullying & Harassment, and Recruitment & Selection which also adopt the core values of RWEs Code of Conduct",0,0,0.49573416791619285
1691,SID_520,New joiners are assigned a modern slavery training module to complete as part of their probation,0,0,0.4863962924766566
1692,SID_520,The training module and modern slavery policy are available year- round to existing staff,0,0,0.5245547262519905
1697,SID_521,MODERN SLAVERY STATEMENT Robert Bosch UK Holdings Limited is the holding company of a number of Bosch subsidiaries in the United Kingdom,0,0,0.6525405458455421
1701,SID_521,We are part of the Bosch Group and our ultimate parent company is Robert Bosch GmbH,0,0,0.6967187755582381
1702,SID_521,Robert Bosch GmbH has its head office in Germany,0,0,0.6400104411517319
1703,SID_521,"The Bosch Group has over 400,000 employees and operates in over 60 countries",0,0,0.6321391877536189
1703,SID_521,"The Bosch Group has over 400,000 employees and operates in over 60 countries",0,0,0.6321391877536189
1705,SID_482,Our Procurement Terms and Conditions require all our suppliers to comply with the RWE Code of Conduct,0,0,0.5415477083129663
1709,SID_521,"Today, the Robert Bosch Foundation promotes health care, international understanding, welfare, education and training, art, culture, and science",0,0,0.6264433782874159
1730,SID_521,Bosch Service Solutions Limited,0,0,0.6704866387593331
1731,SID_521,Protec Fire Detection (Export) Ltd,0,0,0.6348952431246674
1732,SID_521,ETAS Limited,0,0,0.6729874421392282
1733,SID_521,X L Fire Detection Systems Ltd,0,0,0.6758566257325866
1734,SID_521,Bosch Automotive Service Solutions Limited,0,0,0.6609856369593892
1735,SID_521,Lynteck Ltd,0,0,0.6689190035938682
1736,SID_521,Bosch Automotive Training Limited,0,0,0.6720730878182741
1737,SID_521,Protec Fire Detection Plc,0,0,0.633738984957154
1738,SID_521,Lagta Group Training Limited,0,0,0.6280395440893143
1739,SID_521,Protec Camerfield Ltd,0,0,0.6494409393468454
1740,SID_521,Bosch Thermotechnology Limited,0,0,0.6788437304435181
1741,SID_521,Firepro Systems Ltd,0,0,0.6902386743292089
1743,SID_521,Face Macanda Ltd,0,0,0.6112122397946367
1745,SID_521,Camerfield Ltd,0,0,0.657091518404656
1747,SID_521,Gas Alarm Systems Ltd,0,0,0.6502410108786213
1749,SID_521,Hydraforce Hydraulics Limited,0,0,0.666450924127076
1750,SID_521,Motec (Europe) Limited,0,0,0.6452339861129661
1751,SID_521,Elpro UK Limited,0,0,0.6491980276600646
1762,SID_523,"Moore Kingston Smith is a leading UK provider of professional services, including audit, tax, advisory, legal and consulfing work",0,0,0.620558542239653
1764,SID_523,"For the purposes of this statement, our supply chains include those companies and enfifies within the Moore Global Network which supply us",0,0,0.5622405894493655
1765,SID_523,"We employ our people to provide services, expertise and advice to our clients and we may refer to external contractors to give specialist advice where we are unable to do so in house",0,0,0.6639790772778087
1766,SID_523,"Our suppliers can include temporary staff, agencies, IT, stationery and office suppliers, catering, hospitality and event companies, legal services and occupational health providers, among others",0,0,0.6603124528679434
1770,SID_523,Such behaviour may be deemed as gross misconduct which could result in serious disciplinary action and/or dismissal,0,0,0.6348853520221308
1772,SID_523,"This year we have partnered with Safe Workplace, an App which allows our people to anonymously report any behaviour at work which makes them feel uncomfortable",0,0,0.543119614022161
1774,SID_523,"All of our people also have access to a clear Whistleblowing policy, which was revised and improved in 2022",0,0,0.5696740274728814
1776,SID_523,Our policy clearly sets out that such concerns are reported in strict confidence to our Ethics partner and explains the full legal protection which applies to anyone who makes a disclosure,0,0,0.5398258518057215
1777,SID_523,There have not been any reported incidents of slavery or trafficking during the year,1,0,0.6565584079907076
1778,SID_523,"RISK ASSESSMENT AND DUE DILIGENCE PROCESSES We provide professional services, primarily in the UK, both of which are considered to offer lower risks, but we continue to assess the threats of slavery and human trafficking occurring within our operations",0,0,0.5725760930661867
1784,SID_523,We continue to believe that the risk of modern slavery and human trafficking within our business remains very low,0,0,0.4554088759524908
1789,SID_523,Our procurement policy has been improved during the past year,0,0,0.5660049035526401
1790,SID_523,Our onboarding and diligence process requires all new suppliers approach to Modern Slavery to be confirmed before they are able to commence a relationship with Moore Kingston Smith,0,0,0.48524199588172395
1792,SID_523,"These ensure that Moore Kingston Smith only uses specified, reputable, employment agencies to source labour and all such agencies must confirm that they share our zero-tolerance approach to Modern Slavery",0,0,0.43838217757903636
1794,SID_523,"TRAINING AND RAISING AWARENESS This statement is shared with our people with a clear explanation of the background, the current risks in our business and society and what steps we take to help eradicate these crimes",0,0,0.6570277443386666
1796,SID_523,Our whistleblowing policy is also included and explained during this standard induction,0,0,0.5577828539607181
1797,SID_523,FURTHER STEPS AND MEASURING EFFECTIVENESS We continue to raise internal awareness by reminding our people to report any concerns which they have,0,0,0.614660546155345
1799,SID_523,"Our revised terms will require all of our clients to confirm that they also adhere to all applicable modern slavery and human trafficking legislation, including, but not limited to, the Modern Slavery Act 2015",0,0,0.5664830091177495
1801,SID_523,"The effectiveness of our policies and processes are measured by monitoring the number of our suppliers, agencies, contractors and clients which accept our terms and the number, if any, which do not accept or raise any issues",0,0,0.5594597331249171
1802,SID_523,We also continue to record concerns or incidents raised via the whistleblowing policy or otherwise reported to us,0,0,0.565665815817666
1804,SID_533,"/06/2023, 10:10 EPUKi - Modern Slavery Statement https://www.epuki.co.uk/other/modern-slavery-statement/ 1/3 EP UK Investments Ltd Modern Slavery Statement 12th May 2023 EP UK Investments Ltd (EPUKI) is a UK energy company which together with its subsidiaries (we and our hereinafter), primarily focuses on power generation from conventional and renewable asset sources in the UK and Ireland",0,0,0.4507992109966308
1805,SID_533,"We represent the UK interests of Energetick a prmyslov holding, a leading Central European energy group",0,0,0.5545451409019196
1805,SID_533,"We represent the UK interests of Energetick a prmyslov holding, a leading Central European energy group",0,0,0.5545451409019196
1809,SID_533,To ensure all those in our supply chain and contractors comply with our values we have in place a supply chain compliance programme,0,0,0.5880236299155037
1810,SID_533,EP UK Investments,0,0,0.6571957884067987
1811,SID_533,"/06/2023, 10:10 EPUKi - Modern Slavery Statement https://www.epuki.co.uk/other/modern-slavery-statement/ 2/3 We have revised our supply chain contracts to include a more extensive anti-slavery clause, prohibiting suppliers and their employees and subcontractors, from engaging in slavery or human trafficking",0,0,0.42531600798486924
1812,SID_533,We take a risk-based approach and monitor activity to identify any risk which may arise in our supply chain,0,0,0.5852526001601234
1813,SID_533,Recruitment Our HR department has stringent policies in place governing the recruitment process and utilises only reputable recruitment agencies after undertaking pre-contract evaluation,0,0,0.5894519622406041
1814,SID_533,"In terms of general recruitment, we comply with all relevant laws and regulations including without limitation ensuring that all employees are legally permitted to work in the UK, have a written contract of employment and are informed about holiday and sickness entitlements and benefits",0,0,0.6040962163326615
1815,SID_533,Policies We have appropriate policies in place that underpin our commitment to ensure that there is no modern slavery or human trafficking in our supply chains or any part of our business,0,0,0.5161792372519141
1816,SID_533,We regularly review and update all our policies,0,0,0.6104217973248145
1817,SID_533,Our modern slavery policy reflects our commitment to acting ethically and with integrity in all our business relationships and to implementing and enforcing effective systems and controls to ensure slavery and human trafficking is not taking place anywhere in our supply chains,0,0,0.4180759205511459
1818,SID_533,"In addition to our modern slavery policy, we maintain a range of policies across the business relevant to modern slavery, such as an anti-corruption and bribery policy, corporate social responsibility for suppliers policy and grievance procedure",0,0,0.559967341960171
1819,SID_533,Reporting Issues We have implemented clear lines of reporting across our business in addition to a dedicated contact for reporting any concerns or risks around modern slavery,0,0,0.5726821374380808
1820,SID_533,"Training To ensure a high level of understanding of the risks of modern slavery and human trafficking in our supply chains and our business, we continue to provide training to our staff",0,0,0.5749476515306386
1822,SID_533,"Next Steps Following a review of the effectiveness of the steps we have taken in 2022 to ensure that there is no slavery or human trafficking in our supply chains we intend to continue with the steps set out above, monitoring our business and supply chain and encouraging any concerns to be raised through the reporting channels",0,0,0.5712246325198356
1823,SID_533,"Policies and procedures will be regularly reviewed, and any necessary updates reflected in them",0,0,0.5926092949713436
1830,SID_534,"Kimberly-Clarks well-known consumer and away-from-home brands, including Kleenex, Kotex, Huggies, Pull-Ups, KleenGuard, Andrex, and WypAll are an indispensable part of life for people in more than 175 countries",0,0,0.6379498175625099
1830,SID_534,"Kimberly-Clarks well-known consumer and away-from-home brands, including Kleenex, Kotex, Huggies, Pull-Ups, KleenGuard, Andrex, and WypAll are an indispensable part of life for people in more than 175 countries",0,0,0.6379498175625099
1836,SID_482,RWE Procurement requires all suppliers and contractors to comply with the RWE Code of Conduct,0,0,0.5325776298617177
1837,SID_534,"How this Statement was Developed This Statement has been developed through a process of consultation involving officers and senior managers of Kimberly-Clark Corporation, Kimberly-Clark Limited, Kimberly-Clark Europe Limited, Kimberly-Clark European Services Limited , in the course of which the participants have had the opportunity to have input into, and to approve, the content of this Statement",0,0,0.6692522993245864
1840,SID_534,"Organisation Structure, Operations & Supply Chains With manufacturing operations in 33 countries across North and South America, Europe, Middle East and Africa and throughout Asia and Australia and approximately 40,000 employees and fueled by ingenuity, creativity, and an understanding of peoples most essential needs Kimberly-Clark's portfolio of trusted products includes sanitary and incontinence products, paper towel, facial and bath tissue products, cleansing wipes, personal protective equipment, soaps and hand sanitizers and diapers",0,0,0.5865334867420502
1840,SID_534,"Organisation Structure, Operations & Supply Chains With manufacturing operations in 33 countries across North and South America, Europe, Middle East and Africa and throughout Asia and Australia and approximately 40,000 employees and fueled by ingenuity, creativity, and an understanding of peoples most essential needs Kimberly-Clark's portfolio of trusted products includes sanitary and incontinence products, paper towel, facial and bath tissue products, cleansing wipes, personal protective equipment, soaps and hand sanitizers and diapers",0,0,0.5865334867420502
1841,SID_534,"We are supported by over 25,000 suppliers worldwide, who not only provide quality raw materials and finished goods, but also service our offices with supplies, software, and services, including marketing and media to help us communicate with our customers and consumers",0,0,0.6443895455121641
1842,SID_534,"Our suppliers are located throughout the world and supply raw materials including virgin and recycled fiber, polymers and resins, nonwoven fabrics and poly films, superabsorbent polymer, elastics, hook and loop fasteners, adhesives, and chemicals",0,0,0.634734474393795
1843,SID_534,"Additionally, we procure packaging materials including corrugate containers, cartons, poly wrap, bags, cores, and corestock",0,0,0.6375403974106437
1844,SID_534,"In addition to working with suppliers, Kimberly-Clark operates a highly efficient supply chain of its own, consisting of a global network of distribution centers, serviced by logistics operators, to deliver our products to our wholesaler, distributor, and retailer partners",0,0,0.6038718144863097
1845,SID_534,These partners in turn operate complex supply chains to deliver these products to our end-user customers,0,0,0.6315175377794374
1848,SID_534,Kimberly-Clark takes a global approach to dealing with modern slavery and human trafficking risks,0,0,0.5304790433610248
1849,SID_482,This is to ensure compliance with our Code of Conduct and the Anti-Slavery and Human Trafficking Policy,0,0,0.5135176096831182
1850,SID_534,"Similarly, we have published Supplier Social Compliance Standards (SSCS) aligned with the ILOs Declaration on Fundamental Principles and Rights at Work, UN Guiding Principles on Business and Human Rights, the UN Global Compact, and the Ethical Trading Initiatives ETI Base Code which set forth our principles and procedures to hold suppliers and contractors accountable for combating forced labor and human trafficking",0,0,0.5870872043864599
1851,SID_534,"Suppliers must evaluate and address risks of human trafficking and slavery and not produce goods or services using forced, bonded, indentured, involuntary convict or compulsory labor, and comply with applicable laws",0,0,0.39559221044661036
1852,SID_534,Suppliers acknowledge and agree to the SSCS as part of their contracts with Kimberly-Clark,0,0,0.5035644470931416
1853,SID_534,"By agreeing to the SSCS, suppliers certify that their materials are produced in compliance with laws relating to human trafficking and slavery as well as applicable labor laws in the countries where they operate",0,0,0.5827889749106708
1855,SID_534,Due Diligence Kimberly-Clark has systems in place to,0,0,0.5131408044050728
1859,SID_520,Business Code of Conduct: All our Suppliers are required to confirm that they comply with our Supplier Business Code of Conduct before they do business with us,0,0,0.5770949341572164
1863,SID_534,"Operational and Supply Chain Risks The diversity of the products, geographic locations, markets, and regulatory systems associated with our supply chain may pose a range of potential risks arising from the countries in which these suppliers are based and/or the types of goods or services they provide (including their sourcing of raw materials)",0,0,0.5606803378876225
1865,SID_534,"We identify and review geographies and commodities with high human rights risks, including potential modern slavery risks at least annually, using ELEVATEs EiQ Analyze platform risk indices and segmentation model and EiQ Sentinel for controversy identification as well as publications including the U.S",0,0,0.5106810709201528
1866,SID_534,State Department Trafficking in Persons Report and U.S,0,0,0.5328460000157325
1867,SID_534,Department of Labors List of Goods Produced by Child Labor or Forced Labor,0,0,0.5849315530687326
1868,SID_534,"Based on these sources, sourcing regions for both Kimberly-Clark operations and supplier sites with elevated human rights risks include South, Southeast and North Asia, Middle East, Sub-Saharan Africa, and Central and South America",0,0,0.5187794581159256
1869,SID_534,Operations and suppliers assessed to have elevated human rights risks are prioritised for additional due diligence,0,0,0.557708867840008
1871,SID_534,The following potential risks were identified,0,0,0.6104000948305448
1872,SID_534,"Salient Human Key Concerns Rights Issue Focus Geographies Mitigation Forced Labor Worker-paid recruitment fees; passport retention; excessive overtime Southeast Asia, Taiwan, Middle East Enhanced due diligence in risk countries; participation in multi- stakeholder platforms on forced labor Child Labor Continued risk of exploitation of children upstream in value chains Global Social compliance audits Occupational Health & Safety Workplace injuries & fatalities Global Social compliance audits, EHS program enhanced diagnostics and training Discrimination & Harassment Workplace Discrimination; Harassment & Bullying Global Global anti-discrimination policy; social compliance audits and training Wages & Benefits Compliance with minimum wage laws; Living Wages",0,0,0.5494938102281252
1874,SID_534,Kimberly-Clarks Human Rights Policy and SSCS are regularly evaluated for appropriate updates based on the evolution of relevant risks,0,0,0.6033327743691971
1875,SID_534,"Since 2020, new suppliers to Kimberly-Clark are assessed for human rights risks during supplier onboarding through Kimberly-Clarks Vendor Due Diligence process",0,0,0.5626871539267191
