sentence_id,statement_id,sentence,prediction,targets
1840,SID_534,[0 0 0 1 1 0 0 0 0 0 0],0,0
1840,SID_534,[0 0 0 1 1 0 0 0 0 0 0],0,0
1841,SID_534,[0 0 0 0 0 1 0 0 0 0 0],0,0
1842,SID_534,[0 0 0 0 0 1 0 0 0 0 0],0,0
1843,SID_534,[0 0 0 0 0 1 0 0 0 0 0],0,0
1844,SID_534,[0 0 0 0 0 1 0 0 0 0 0],0,0
1845,SID_534,[0 0 0 0 0 1 0 0 0 0 0],0,0
1848,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1849,SID_482,[0 0 0 0 0 0 0 1 0 0 0],0,0
1850,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1851,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1852,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1853,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1855,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1859,SID_520,[0 0 0 0 0 0 0 1 0 0 0],0,0
1863,SID_534,[0 0 0 0 0 0 1 0 0 0 0],0,0
1865,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1866,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1867,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1868,SID_534,[0 0 0 0 0 0 1 0 0 0 0],0,0
1869,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1871,SID_534,[0 0 0 0 0 0 1 0 0 0 0],0,0
1872,SID_534,[0 0 0 0 0 0 0 1 0 0 0],1,0
1874,SID_534,[0 0 0 0 0 0 0 0 0 1 0],0,0
1875,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1876,SID_520,[0 0 0 0 0 0 0 1 0 0 0],0,0
1877,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1878,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1879,SID_534,[0 0 0 0 0 0 0 1 0 0 0],1,0
1883,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1885,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1887,SID_534,[0 0 0 0 0 0 0 0 1 0 0],1,0
1888,SID_534,[0 0 0 0 0 0 0 0 1 0 0],0,0
1891,SID_534,[0 0 0 0 0 0 0 0 1 0 0],1,0
1892,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1893,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1894,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1895,SID_534,[0 0 0 0 0 0 0 1 0 0 0],1,0
1899,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1901,SID_534,[0 0 0 0 0 0 0 0 0 1 0],0,0
1902,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1925,SID_544,[0 0 0 0 1 0 0 0 0 0 0],0,0
1926,SID_544,[0 0 0 0 1 0 0 0 0 0 0],0,0
1927,SID_544,[0 0 0 1 1 0 0 0 0 0 0],0,0
1927,SID_544,[0 0 0 1 1 0 0 0 0 0 0],0,0
1928,SID_544,[0 0 0 0 0 1 0 0 0 0 0],0,0
1929,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1932,SID_544,[0 0 0 1 0 0 0 0 0 0 0],0,0
1934,SID_544,[0 0 0 1 0 0 0 0 0 0 0],0,0
1936,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1944,SID_534,[0 0 0 0 0 0 0 1 0 0 0],0,0
1947,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1953,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1955,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1956,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1962,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1963,SID_544,[0 0 0 0 0 0 0 1 0 0 0],1,0
1964,SID_544,[0 0 0 0 0 0 0 1 0 0 0],1,0
1966,SID_544,[0 0 0 0 0 0 0 1 0 0 0],1,0
1968,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1970,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1971,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1972,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1973,SID_544,[0 0 0 0 0 0 0 0 1 0 0],0,0
1975,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1976,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1977,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1978,SID_544,[0 0 0 0 0 0 0 0 0 1 0],0,0
1980,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1981,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1982,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1986,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1991,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1992,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1994,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
1999,SID_544,[0 0 0 0 0 0 0 1 0 0 0],1,0
2002,SID_544,[0 0 0 0 0 0 0 1 0 0 0],1,1
2003,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
2004,SID_544,[0 0 0 0 0 0 0 1 0 0 0],1,0
2006,SID_544,[0 0 0 0 0 0 0 0 0 1 0],0,0
2007,SID_544,[0 0 0 0 0 0 0 1 0 0 0],1,0
2008,SID_544,[0 0 0 0 0 0 1 0 0 0 0],1,0
2009,SID_544,[0 0 0 0 0 0 0 1 0 0 0],0,0
2020,SID_545,[0 0 0 1 0 0 0 0 0 0 0],0,0
2021,SID_545,[0 0 0 0 1 0 0 0 0 0 0],0,0
2022,SID_545,[0 0 0 0 1 0 0 0 0 0 0],0,0
2023,SID_545,[0 0 0 0 1 0 0 0 0 0 0],0,0
2024,SID_545,[0 0 0 0 0 0 1 0 0 0 0],0,0
2028,SID_545,[0 0 0 0 1 0 0 0 0 0 0],0,0
2029,SID_545,[0 0 0 0 0 0 1 0 0 0 0],0,0
2035,SID_545,[0 0 0 0 0 0 0 1 0 0 0],1,0
2036,SID_545,[0 0 0 0 0 0 0 1 0 0 0],1,0
2039,SID_545,[0 0 0 0 0 1 0 0 0 0 0],0,0
2040,SID_545,[0 0 0 0 0 1 0 0 0 0 0],0,0
2041,SID_545,[0 0 0 0 0 0 1 0 0 0 0],0,0
2042,SID_545,[0 0 0 0 0 1 0 0 0 0 0],0,0
2043,SID_545,[0 0 0 0 0 1 0 0 0 0 0],0,0
2046,SID_545,[0 0 0 0 1 0 0 0 0 0 0],0,0
2048,SID_545,[0 0 0 0 0 0 0 1 0 0 0],1,0
2061,SID_545,[0 0 0 0 0 0 0 1 0 0 0],0,0
2062,SID_545,[0 0 0 0 0 0 0 1 0 0 0],1,1
2071,SID_547,[0 0 0 0 0 0 0 1 0 0 0],1,0
2072,SID_547,[0 0 0 1 0 0 0 0 0 0 0],0,0
2073,SID_547,[0 0 0 0 1 0 0 0 0 0 0],0,0
2075,SID_547,[0 0 0 0 0 0 0 1 0 0 0],0,0
2079,SID_547,[0 0 0 0 0 0 0 1 0 0 0],0,0
2080,SID_547,[0 0 0 0 0 0 0 1 0 0 0],0,0
2081,SID_547,[0 0 0 0 0 0 0 1 0 0 0],0,0
2082,SID_547,[0 0 0 0 0 0 0 1 0 0 0],0,0
2083,SID_547,[0 0 0 0 0 0 0 1 0 0 0],0,0
2084,SID_547,[0 0 0 0 0 0 0 1 0 0 0],1,0
2085,SID_547,[0 0 0 0 0 0 0 1 0 0 0],0,0
2092,SID_547,[0 0 0 0 0 0 0 1 0 0 0],0,0
2097,SID_547,[0 0 0 0 0 0 0 1 0 0 0],0,0
2098,SID_547,[0 0 0 0 0 0 0 1 0 0 0],1,1
2099,SID_547,[0 0 0 0 0 0 0 1 0 0 0],0,0
2100,SID_547,[0 0 0 0 0 0 0 0 1 0 0],1,1
2101,SID_547,[0 0 0 0 0 0 0 0 1 0 0],0,0
2110,SID_548,[0 0 0 0 1 0 0 0 0 0 0],0,0
2111,SID_548,[0 0 0 1 1 0 0 0 0 0 0],0,0
2111,SID_548,[0 0 0 1 1 0 0 0 0 0 0],0,0
2112,SID_548,[0 0 0 0 1 0 0 0 0 0 0],0,0
2113,SID_548,[0 0 0 0 0 1 0 0 0 0 0],0,0
2115,SID_548,[0 0 0 0 0 0 0 1 0 0 0],0,0
2117,SID_548,[0 0 0 0 0 0 0 1 0 0 0],0,0
2118,SID_548,[0 0 0 0 0 0 0 1 0 0 0],0,0
2120,SID_548,[0 0 0 0 0 0 0 1 0 0 0],0,0
2121,SID_548,[0 0 0 0 0 0 0 1 0 0 0],0,0
2125,SID_548,[0 0 0 0 0 0 0 1 0 0 0],0,0
2135,SID_554,[0 0 0 1 1 0 0 0 0 0 0],0,0
2135,SID_554,[0 0 0 1 1 0 0 0 0 0 0],0,0
2136,SID_554,[0 0 0 0 1 0 0 0 0 0 0],0,0
2137,SID_554,[0 0 0 0 0 1 0 0 0 0 0],0,0
2141,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2144,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2147,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2150,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2158,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2160,SID_554,[0 0 0 0 0 0 1 0 0 0 0],0,0
2161,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2166,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2171,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2184,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2187,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2193,SID_554,[0 0 0 0 0 0 0 0 0 1 0],0,0
2196,SID_554,[0 0 0 0 0 0 0 0 0 1 0],0,0
2201,SID_577,[0 0 0 0 0 0 0 1 0 0 0],0,0
2202,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2203,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2204,SID_554,[0 0 0 0 0 0 0 1 0 0 0],1,0
2207,SID_554,[0 0 0 0 0 0 0 1 0 0 0],0,0
2212,SID_554,[0 0 0 1 0 0 0 0 0 0 0],0,0
2218,SID_556,[0 0 0 0 0 0 0 1 0 0 0],1,0
2220,SID_556,[0 0 0 0 1 0 0 0 0 0 0],0,0
2222,SID_556,[0 0 0 0 0 1 0 0 0 0 0],0,0
2223,SID_556,[0 0 0 0 1 0 0 0 0 0 0],0,0
2224,SID_556,[0 0 0 0 1 0 0 0 0 0 0],0,0
2225,SID_556,[0 0 0 0 0 1 1 0 0 0 0],0,0
2225,SID_556,[0 0 0 0 0 1 1 0 0 0 0],0,0
2228,SID_556,[0 0 0 0 0 0 1 0 0 0 0],0,0
2231,SID_556,[0 0 0 0 0 0 0 1 0 0 0],0,0
2232,SID_556,[0 0 0 0 0 0 0 1 0 0 0],0,0
2235,SID_556,[0 0 0 0 0 0 0 1 0 0 0],0,0
2237,SID_556,[0 0 0 0 0 0 0 1 0 0 0],0,0
2243,SID_556,[0 0 0 0 0 0 0 1 0 0 0],0,0
2245,SID_556,[0 0 0 0 0 0 0 1 0 0 0],0,0
2246,SID_556,[0 0 0 0 0 0 0 0 1 0 0],1,0
2255,SID_569,[0 0 0 1 0 0 0 0 0 0 0],0,0
2256,SID_569,[0 0 0 0 1 0 0 0 0 0 0],0,0
2257,SID_569,[0 0 0 0 0 1 0 0 0 0 0],0,0
2258,SID_569,[0 0 0 0 0 1 0 0 0 0 0],0,0
2259,SID_569,[0 0 0 0 0 1 0 0 0 0 0],0,0
2260,SID_569,[0 0 0 0 0 0 1 0 0 0 0],0,0
2262,SID_569,[0 0 0 0 0 0 0 1 0 0 0],0,0
2263,SID_569,[0 0 0 0 0 0 0 1 0 0 0],0,0
2264,SID_569,[0 0 0 0 0 0 0 1 0 0 0],0,0
2265,SID_569,[0 0 0 0 0 0 0 1 0 0 0],0,0
2266,SID_569,[0 0 0 0 0 0 0 1 0 0 0],0,0
2267,SID_569,[0 0 0 0 0 0 0 1 0 0 0],0,0
2271,SID_573,[0 0 0 0 1 0 0 0 0 0 0],0,0
2272,SID_573,[0 0 0 1 0 0 0 0 0 0 0],0,0
2273,SID_573,[0 0 0 0 0 1 0 0 0 0 0],0,0
2275,SID_573,[0 0 0 0 0 0 1 0 0 0 0],0,0
2276,SID_573,[0 0 0 0 0 0 1 0 0 0 0],0,0
2277,SID_573,[0 0 0 0 0 0 0 1 0 0 0],0,0
2285,SID_573,[0 0 0 0 0 0 0 1 0 0 0],0,0
2286,SID_573,[0 0 0 0 0 0 0 1 0 0 0],0,0
2287,SID_573,[0 0 0 0 0 0 0 1 0 1 0],0,0
2287,SID_573,[0 0 0 0 0 0 0 1 0 1 0],0,0
2288,SID_573,[0 0 0 0 0 0 0 1 0 1 0],1,1
2288,SID_573,[0 0 0 0 0 0 0 1 0 1 0],1,1
2289,SID_573,[0 0 0 0 0 0 0 1 0 0 0],0,1
2290,SID_573,[0 0 0 0 0 0 0 1 0 0 0],0,1
2302,SID_577,[0 0 0 1 0 0 0 0 0 0 0],0,0
2304,SID_577,[0 0 0 1 1 0 0 0 0 0 0],0,0
2304,SID_577,[0 0 0 1 1 0 0 0 0 0 0],0,0
2305,SID_577,[0 0 0 0 1 0 0 0 0 0 0],0,0
2319,SID_577,[0 0 0 0 0 0 0 1 0 0 0],0,0
2327,SID_577,[0 0 0 0 0 1 0 0 0 0 0],0,0
2328,SID_577,[0 0 0 0 0 1 0 0 0 0 0],0,0
2332,SID_577,[0 0 0 0 0 1 0 0 0 0 0],0,0
2333,SID_577,[0 0 0 0 0 1 0 0 0 0 0],0,0
2334,SID_577,[0 0 0 0 0 1 0 0 0 0 0],0,0
2335,SID_577,[0 0 0 0 0 1 0 0 0 0 0],0,0
2337,SID_577,[0 0 0 0 0 1 0 0 0 0 0],0,0
2338,SID_577,[0 0 0 0 0 0 1 0 0 0 0],0,0
2339,SID_577,[0 0 0 0 0 0 1 0 0 0 0],0,0
2342,SID_577,[0 0 0 0 0 0 0 1 0 0 0],1,0
2344,SID_577,[0 0 0 0 0 0 0 1 0 0 0],0,0
2349,SID_578,[0 0 0 0 0 0 0 1 0 0 0],0,0
2350,SID_577,[0 0 0 0 0 0 0 1 0 0 0],0,0
2356,SID_577,[0 0 0 0 0 0 0 1 0 0 0],0,0
2357,SID_577,[0 0 0 0 0 0 0 0 1 0 0],1,1
2359,SID_577,[0 0 0 0 0 0 0 1 0 0 0],0,0
2360,SID_577,[0 0 0 0 0 0 0 1 0 0 0],0,0
2361,SID_577,[0 0 0 0 0 0 0 1 0 0 0],1,1
2362,SID_577,[0 0 0 0 0 0 0 1 0 0 0],0,0
2363,SID_577,[0 0 0 0 0 0 0 1 0 0 0],0,0
2370,SID_578,[0 0 0 0 0 0 0 1 0 0 0],0,0
2371,SID_578,[0 0 0 0 0 0 0 1 0 0 0],0,0
2372,SID_578,[0 0 0 0 0 0 0 0 0 1 0],0,0
2373,SID_578,[0 0 0 0 0 0 0 1 0 0 0],0,0
2374,SID_578,[0 0 0 0 0 0 0 1 0 0 0],1,0
2375,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2376,SID_578,[0 0 0 0 0 0 0 0 0 1 0],0,0
2379,SID_578,[0 0 0 1 0 0 0 0 0 0 0],0,0
2380,SID_578,[0 0 0 1 0 0 0 0 0 0 0],0,0
2389,SID_581,[0 0 0 0 0 0 0 1 0 0 0],1,0
2391,SID_581,[0 0 0 0 1 0 0 0 0 0 0],0,0
2393,SID_581,[0 0 0 0 0 1 0 0 0 0 0],0,0
2394,SID_581,[0 0 0 0 0 1 0 0 0 0 0],0,0
2396,SID_581,[0 0 0 0 0 0 0 1 0 0 0],1,0
2397,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2399,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2401,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2402,SID_581,[0 0 0 0 0 0 0 1 0 0 0],1,0
2404,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2406,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2407,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2409,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2410,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2411,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2412,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2414,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2415,SID_581,[0 0 0 0 0 0 0 1 0 0 0],1,0
2416,SID_581,[0 0 0 0 0 0 0 1 0 0 0],1,0
2418,SID_581,[0 0 0 0 0 0 0 1 0 0 0],0,0
2421,SID_581,[0 0 0 0 0 0 1 0 0 0 0],0,0
2422,SID_581,[0 0 0 0 0 0 0 0 0 1 0],0,1
2423,SID_581,[0 0 0 0 0 0 0 0 0 1 0],1,0
2425,SID_581,[0 0 0 0 0 0 0 1 0 0 0],1,0
2434,SID_583,[0 0 0 0 1 0 0 0 0 0 0],0,0
2457,SID_583,[0 0 0 1 1 0 0 0 0 0 0],0,0
2457,SID_583,[0 0 0 1 1 0 0 0 0 0 0],0,0
2459,SID_583,[0 0 0 1 1 0 0 0 0 0 0],0,0
2459,SID_583,[0 0 0 1 1 0 0 0 0 0 0],0,0
2460,SID_583,[0 0 0 1 1 0 0 0 0 0 0],0,0
2460,SID_583,[0 0 0 1 1 0 0 0 0 0 0],0,0
2462,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2465,SID_583,[0 0 0 0 0 1 0 0 0 0 0],0,0
2466,SID_583,[0 0 0 0 0 0 1 0 0 0 0],0,0
2467,SID_583,[0 0 0 0 0 1 0 0 0 0 0],0,0
2468,SID_583,[0 0 0 0 0 0 1 0 0 0 0],0,0
2469,SID_583,[0 0 0 0 0 0 0 1 0 1 0],1,1
2469,SID_583,[0 0 0 0 0 0 0 1 0 1 0],1,1
2471,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,0
2473,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,0
2474,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2479,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,0
2482,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2484,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,0
2492,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2493,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2494,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2495,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2497,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,0
2498,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,1
2499,SID_583,[0 0 0 0 0 0 0 0 0 1 0],0,0
2501,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,1
2511,SID_583,[0 0 0 0 0 0 0 0 0 1 0],0,0
2512,SID_583,[0 0 0 0 0 0 0 0 0 1 0],0,0
2530,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,0
2532,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2533,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,0
2534,SID_583,[0 0 0 0 0 0 1 0 0 0 0],0,0
2535,SID_583,[0 0 0 0 0 0 1 0 0 0 0],0,0
2541,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2548,SID_429,[0 0 0 0 0 0 0 1 0 0 0],0,0
2549,SID_583,[0 0 0 0 0 0 0 0 1 0 0],0,0
2551,SID_583,[0 0 0 0 0 0 1 0 0 0 0],0,0
2552,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2553,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,0
2554,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,0
2575,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,1
2577,SID_430,[0 0 0 0 0 0 0 1 0 0 0],0,0
2582,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,1
2586,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,1
2589,SID_583,[0 0 0 0 0 1 0 0 0 0 0],0,1
2592,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,1
2600,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,1
2602,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,1
2603,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,1
2607,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,1
2619,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,1
2620,SID_583,[0 0 0 0 0 0 0 1 0 0 0],1,1
2622,SID_583,[0 0 0 0 0 0 0 1 0 0 0],0,1
2632,SID_584,[0 0 0 1 0 0 0 0 0 0 0],0,0
2634,SID_584,[0 0 0 1 1 0 0 0 0 0 0],0,0
2634,SID_584,[0 0 0 1 1 0 0 0 0 0 0],0,0
2635,SID_584,[0 0 0 0 1 0 0 0 0 0 0],0,0
2636,SID_584,[0 0 0 0 1 0 0 0 0 0 0],0,0
2637,SID_584,[0 0 0 1 1 0 0 0 0 0 0],0,0
2637,SID_584,[0 0 0 1 1 0 0 0 0 0 0],0,0
2638,SID_584,[0 0 0 1 1 0 0 0 0 0 0],0,0
2638,SID_584,[0 0 0 1 1 0 0 0 0 0 0],0,0
2642,SID_584,[0 0 0 0 0 0 0 1 0 0 0],0,0
2643,SID_584,[0 0 0 0 0 0 0 1 0 0 0],0,0
2645,SID_584,[0 0 0 0 0 0 0 1 0 0 0],0,0
2650,SID_584,[0 0 0 0 0 0 0 0 0 1 0],1,0
2657,SID_588,[0 0 0 0 1 0 0 0 0 0 0],0,0
2661,SID_588,[0 0 0 0 0 0 1 0 0 0 0],0,0
2662,SID_588,[0 0 0 0 0 0 1 0 0 0 0],0,0
2663,SID_588,[0 0 0 0 0 0 0 1 0 0 0],0,0
2666,SID_588,[0 0 0 0 0 0 0 1 0 0 0],0,0
2668,SID_588,[0 0 0 0 0 0 0 1 0 0 0],0,0
2670,SID_588,[0 0 0 0 0 0 0 1 0 1 0],1,1
2670,SID_588,[0 0 0 0 0 0 0 1 0 1 0],1,1
2672,SID_588,[0 0 0 0 0 0 0 1 0 0 0],1,1
2673,SID_588,[0 0 0 0 0 0 0 1 0 0 0],0,0
2675,SID_588,[0 0 0 0 0 0 0 0 0 1 0],1,1
2676,SID_588,[0 0 0 0 0 0 0 0 0 1 0],1,1
2680,SID_588,[0 0 0 0 0 0 0 0 0 1 0],1,0
2683,SID_588,[0 0 0 1 0 0 0 0 0 0 0],0,0
2690,SID_589,[0 0 0 0 0 0 0 1 0 0 0],0,0
2693,SID_589,[0 0 0 0 0 0 0 1 0 0 0],1,0
2699,SID_589,[0 0 0 0 0 0 0 1 0 0 0],0,0
2701,SID_589,[0 0 0 0 1 0 0 0 0 0 0],0,0
2702,SID_589,[0 0 0 0 0 1 0 0 0 0 0],0,0
2703,SID_589,[0 0 0 0 0 1 0 0 0 0 0],1,0
2704,SID_589,[0 0 0 0 0 1 0 0 0 0 0],0,0
2705,SID_589,[0 0 0 0 0 1 0 1 0 0 0],0,0
2705,SID_589,[0 0 0 0 0 1 0 1 0 0 0],0,0
2707,SID_589,[0 0 0 0 0 1 0 0 0 0 0],0,0
2708,SID_589,[0 0 0 0 0 1 0 0 0 0 0],0,0
2709,SID_589,[0 0 0 0 0 0 0 1 0 0 0],0,0
2710,SID_589,[0 0 0 0 0 0 0 1 0 0 0],1,1
2711,SID_589,[0 0 0 0 0 0 0 1 0 0 0],0,0
2712,SID_589,[0 0 0 0 0 0 1 0 0 0 0],0,0
2713,SID_589,[0 0 0 0 0 0 0 1 0 0 0],0,0
2714,SID_589,[0 0 0 0 0 1 0 0 0 0 0],0,0
2715,SID_589,[0 0 0 0 0 0 1 0 0 0 0],0,0
2716,SID_589,[0 0 0 0 0 1 0 0 0 0 0],0,0
2717,SID_589,[0 0 0 0 0 0 0 1 0 0 0],0,0
2719,SID_589,[0 0 0 0 0 0 0 1 0 0 0],0,0
2720,SID_589,[0 0 0 0 0 0 1 0 0 0 0],0,0
2721,SID_589,[0 0 0 0 0 0 0 1 0 0 0],0,0
2723,SID_589,[0 0 0 0 0 0 0 1 0 1 0],1,0
2723,SID_589,[0 0 0 0 0 0 0 1 0 1 0],1,0
2724,SID_589,[0 0 0 0 0 0 0 1 0 0 0],0,1
2725,SID_589,[0 0 0 0 0 0 0 1 0 0 0],0,1
2726,SID_589,[0 0 0 0 0 0 0 1 0 1 0],0,1
2726,SID_589,[0 0 0 0 0 0 0 1 0 1 0],0,1
2727,SID_589,[0 0 0 0 0 0 0 1 0 0 0],1,1
2728,SID_589,[1 0 0 0 0 0 0 1 0 0 0],0,1
2731,SID_593,[0 0 1 1 0 0 0 0 0 0 0],0,0
2733,SID_593,[0 0 0 0 1 0 0 0 0 0 0],0,0
2735,SID_593,[0 0 0 0 1 0 0 0 0 0 0],0,0
2736,SID_593,[0 0 0 0 1 0 0 0 0 0 0],0,0
2743,SID_593,[0 0 0 0 0 0 0 0 0 1 0],1,0
2744,SID_593,[0 0 0 0 0 1 0 0 0 0 0],0,0
2749,SID_593,[0 0 0 0 0 1 0 0 0 0 0],0,0
2750,SID_593,[0 0 0 0 0 1 0 0 0 0 0],0,0
2751,SID_593,[0 0 0 0 0 0 0 1 0 0 0],0,0
2752,SID_593,[0 0 0 0 0 0 0 0 1 0 0],1,1
2766,SID_595,[0 0 0 0 1 0 0 0 0 0 0],0,0
2767,SID_595,[0 0 0 0 1 0 0 0 0 0 0],0,0
2768,SID_595,[0 0 0 1 1 0 0 0 0 0 0],0,0
2768,SID_595,[0 0 0 1 1 0 0 0 0 0 0],0,0
2769,SID_595,[0 0 0 0 1 0 0 0 0 0 0],0,0
2771,SID_595,[0 0 0 1 0 0 0 0 0 0 0],0,0
2772,SID_595,[0 0 0 0 1 0 0 0 0 0 0],0,0
2773,SID_595,[0 0 0 1 1 0 0 0 0 0 0],0,0
2773,SID_595,[0 0 0 1 1 0 0 0 0 0 0],0,0
2774,SID_595,[0 0 0 0 0 0 1 0 0 0 0],0,0
2775,SID_595,[0 0 0 0 0 1 0 0 0 0 0],0,0
2776,SID_595,[0 0 0 0 0 0 1 0 0 0 0],0,0
2777,SID_595,[0 0 0 0 1 0 0 0 0 0 0],0,0
2778,SID_595,[0 0 0 0 0 0 1 0 0 0 0],0,0
2779,SID_595,[0 0 0 0 0 0 1 0 0 0 0],0,0
2780,SID_595,[0 0 0 0 0 1 0 0 0 0 0],0,0
2781,SID_595,[0 0 0 0 0 0 1 0 0 0 0],0,0
2783,SID_595,[0 0 0 0 0 0 1 0 0 0 0],1,0
2784,SID_595,[0 0 0 0 0 0 1 0 0 0 0],0,0
2790,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,0
2791,SID_595,[0 0 0 0 0 0 0 1 0 0 0],0,0
2794,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,0
2795,SID_595,[0 0 0 0 0 0 0 1 0 0 0],0,0
2796,SID_595,[0 0 0 0 0 0 0 0 0 1 0],1,0
2798,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,0
