sentence_id,statement_id,sentence,prediction
13063,SID_366,"took steps to confirm this was an isolated incident and that no other examples of such non- compliance existed in any of our operations elsewhere, particularly where staffing agencies might have been used",c2 (supply chains)
13064,SID_366,"introduced additional compliance measures to strengthen our existing internal controls and oversight, particularly concerning protocols for contracted staffing agencies; and",c2 (supply chains)
13059,SID_366,proactively contacting Ontario Victims Services to offer our support for the temporary workers involved,c2 (supply chains)
13088,SID_368,"In addition, MEG expects that its affiliates, directors, officers, employees, contractors, suppliers and service providers conduct their business practices in accordance with MEGs values and requires that suppliers and service providers agree, in their contractual arrangements with MEG, to abide by the principles set out in MEGs policies, including MEGs Business Conduct Charter and Human Rights Policy Statement which prohibit Modern Slavery",c2 (operations)
13089,SID_368,"Steps Taken in 2023 to Prevent and Reduce Risks of Forced Labour and Child Labour In general terms, MEG took the following steps during the Reporting Period to prevent and reduce the risk of forced labour or child labour in its business and supply chains",c2 (operations)
13090,SID_368,"formed a working group comprised of management representatives from Legal and Supply Chain Management (SCM) to review the impact of the Act on MEG and assess the effectiveness of the governance structure, policies, and procedures of MEG to address the risks of forced labour or child labour",c2 (operations)
13091,SID_368,mapped our tier 1 suppliers and self-assessed those posing the most risk based on jurisdiction; and,c2 (operations)
13092,SID_368,provided first-time training to front line SCM employees to raise awareness of Modern Slavery indicators via the Supply Chain Canada training webinar,c2 (operations)
13094,SID_368,"MEGs Structure, Activities & Supply Chains MEG is an energy company focused on sustainable in situ thermal oil production in the southern Athabasca oil region of Alberta, Canada",signature
13095,SID_368,MEG is actively developing innovative enhanced oil recovery projects that utilize steam-assisted gravity drainage (SAGD) extraction methods to improve the responsible economic recovery of oil as well as lower carbon emissions,signature
13096,SID_368,MEG transports and sells thermal oil known as Access Western Blend or AWB to customers throughout North America and internationally,signature
13097,SID_368,"Located in the southern Athabasca region, MEGs Christina Lake Project is a multi-phased project, located 150 kilometres south of Fort McMurray in northeast Alberta",signature
13099,SID_368,"MODERN SLAVERY REPORT kilometres of leases, this SAGD operation currently has regulatory approvals in place to produce approximately 210,000 bpd",signature
13100,SID_368,"MEG was incorporated on March 9, 1999, under the Business Corporations Act (Alberta)",approval
13101,SID_368,"MEG's head office is located at 25th Floor, 600 3rd Avenue S.W., Calgary, Alberta, Canada T2P 0G5",approval
13102,SID_368,"As of December 31, 2023, MEG employed 449 full time permanent employees and 2 part-time permanent employees",approval
13103,SID_368,MEG also engaged approximately 830 contractors and service providers directly for services and materials in the Reporting Period,c1 (reporting entity)
13104,SID_368,"MEG Energy (U.S.) Inc (MEG US), a wholly-owned subsidiary of the Corporation, was incorporated on June 26, 2012, under the Delaware General Corporation Law",approval
13105,SID_368,MEG US is the corporate vehicle used for the Corporation's hydrocarbon marketing-related activities in the United States,approval
13109,SID_368,"Our supply chain includes the purchase of natural gas, chemicals, and diluent used in our production processes, and the purchase of equipment and other capital-intensive assets, including pipe, valves pumps, generators, turbines and other equipment common to in situ SAGD producers",c1 (reporting entity)
13110,SID_368,"The vast majority of MEGs direct suppliers are located in North America, with only approximately 17 direct suppliers located outside of North America",c1 (reporting entity)
13111,SID_368,MEGs international suppliers are located primarily in Europe and Asia,c1 (reporting entity)
13112,SID_368,MEG engaged approximately 830 contractors and service providers directly for services and materials in the Reporting Period,c1 (reporting entity)
13113,SID_368,"To the best of our knowledge, MEG does not source goods and/or services from the following ten countries, which are identified as having highest prevalence of modern slavery according to the 2023 Global Slavery Index (as applicable)",c2 (structure)
13115,SID_368,Eritrea,c2 (structure)
13125,SID_368,"Operations MEGs operations require a wide variety of goods and services to operate, the vast majority of which are produced with higher-skilled and trained labour forces, including engineering, finance, and geoscientific services as well as specialized equipment and services for in situ SAGD oil production and transportation",c1 (reporting entity)
13128,SID_368,Canada is considered a low-risk jurisdiction for Modern Slavery risks according to the Global Slavery Index,c2 (structure)
13129,SID_368,"Our operations are complex and sophisticated and as a result, the majority of our employees and contractors are highly skilled professionals and technical labour",c1 (reporting entity)
13130,SID_368,We consider the risk of Modern Slavery in our workforce to be low,c2 (structure)
13132,SID_368,"Supply Chains To support our operations, our technical business units and supply chain management functions steward the acquisition of goods and services from third parties, including engineering, procurement, and construction services, general maintenance and support services, chemicals, drilling services and equipment, transportation and logistics services, operations support services, electrical and electronic equipment, and staffing agencies",c1 (reporting entity)
13133,SID_368,"In our supply chains, a risk of Modern Slavery may exist where contractors and subcontractors conduct operations in countries with weak governance and regulatory oversight, a poor human rights track record and/or require the employment of low-skilled, physical labour",c2 (structure)
13134,SID_368,"We identify and assess the risk of Modern Slavery through our supply chain management processes by conducting a risk-based review, which identifies suppliers in higher risk geographic jurisdictions",c2 (operations)
13135,SID_368,"Based on our review, and to the best of MEGs knowledge, we have not identified suppliers and goods in our supply chain that present a high-risk potential of engaging in practices associated with Modern Slavery",c2 (structure)
13136,SID_368,"MEG acknowledges that it lacks visibility in respect to some of its suppliers located internationally, including indirect suppliers (ie the suppliers of MEGs direct suppliers)",c2 (structure)
13138,SID_368,"Policies in Relation to Modern Slavery MEGs Business Conduct Charter and MEGs Human Rights Policy Statement prohibit Modern Slavery and set out MEGs commitment to ensuring human rights are respected in the conduct of all its activities, including",c2 (operations)
13140,SID_368,"prohibiting all types of discrimination and harassment of minorities, including on the basis of gender identity or expression, race, or other minority status",c2 (operations)
13141,SID_368,prohibiting Modern Slavery in MEGs business operations and supply chains,c2 (operations)
13145,SID_368,"Measures Taken to Assess and Manage Risks of Modern Slavery MEG uses several strategies and processes to assess and mitigate Modern Slavery risks, including",c2 (operations)
13146,SID_368,providing access to MEGs Business Conduct Charter and Human Rights Policy Statement to all new and existing employees and contractors,c2 (operations)
13149,SID_368,"providing ready access for employees, contractors, suppliers, and other stakeholders to anonymous and secure communication and reporting channels that allow them to safely notify MEG of actual or potential breaches of MEGs Business Conduct Charter and Human Rights Policy, including via MEGs confidential and anonymous Business Conduct Helpline",c2 (operations)
13150,SID_368,"reviewing and assessing MEGs policies, practices and procedures regarding Modern Slavery and human rights generally to ensure their ongoing relevance and alignment with MEGs overall business strategies",c3 (risk description)
13151,SID_368,"requiring suppliers to adhere to Canadian safety standards, including compliance with the Labour Code and WHMIS when working in our operations, emphasizing employee safety and environmental protection",c2 (operations)
13154,SID_368,commencing the development of a program to provide training and increase awareness of Modern Slavery risks to employees on an annual basis,c2 (operations)
13060,SID_366,self-reported immediately to the MOL to ensure the Ministry was fully aware of the facts uncovered by Magnas investigation,c2 (supply chains)
13157,SID_368,"Training During the Reporting Period, MEG provided first-time training to front line SCM employees to raise awareness of Modern Slavery indicators via the Supply Chain Canada training webinar, which discussed steps that organizations can take to identify, manage and prevent Modern Slavery and also explored how organizations can effectively operationalize and incorporate supply chain due diligence into their ESG programs and strategies",c2 (operations)
13158,SID_368,This training is anticipated to be incorporated into MEGs annual training program,c2 (operations)
13159,SID_368,Assessment of Effectiveness MEG is committed to assessing the effectiveness of its practices and policies and will seek to continually strengthen and improve upon its Modern Slavery response,c3 (risk description)
13161,SID_368,The Board will receive a regular annual report from MEGs SCM and legal team identifying areas of potential risk and actions taken to remediate such risks,c3 (risk description)
13162,SID_368,"MEG will review the effectiveness of steps taken to identify, assess and mitigate Modern Slavery risks by",c3 (risk description)
13061,SID_366,self-reported and provided investigative material of assistance to both the York Regional Police (YRP) and the Canada Border Services Agency (CBSA) to help support their criminal investigation of those parties seeking to take advantage of vulnerable workers,c2 (supply chains)
13164,SID_368,evaluating our supply chain processes on an ongoing basis,c3 (risk description)
13165,SID_368,conducting increased due diligence on the top three suppliers we have identified as being at a higher risk of Modern Slavery practices,c2 (operations)
13166,SID_368,reviewing MEGs policies related to Modern-Slavery against our peers policies and against international benchmarking frameworks for best practice; and,c3 (risk description)
13167,SID_368,reviewing our approach to Modern Slavery risks against international benchmarking frameworks and considering new processes to implement in future reporting periods,c3 (risk description)
13180,SID_369,"Structure and Activities Lamb Ford Sales Ltd is a large central Alberta retailer of vehicles including cars, sports utility vehicles (SUVs), vans and trucks and employs approximately 70 full and part-time staff",approval
13180,SID_369,"Structure and Activities Lamb Ford Sales Ltd is a large central Alberta retailer of vehicles including cars, sports utility vehicles (SUVs), vans and trucks and employs approximately 70 full and part-time staff",signature
13181,SID_369,The family-owned business started in Camrose in 1981 and carries a comprehensive line of new Ford vehicles and high- quality used vehicles,signature
13182,SID_369,Resale of used vehicles includes a small number of exports to states in the U.S.A,signature
13183,SID_369,"Lamb Ford services all makes and models of vehicles through its Quick Lane (lubrication and tires), Service, and Fix Auto Camrose (collision repair) departments",signature
13184,SID_369,Its Finance department provides customers with a range of options to help purchase and maintain their vehicles,signature
13185,SID_369,"The Parts department supports other businesses and individuals in repairing, upgrading and personalizing vehicles",signature
13186,SID_369,"Supply Chains All new vehicles sold by Lamb Ford are purchased from Ford Motor Company of Canada, Limited, which through Ford Motor Company has its own statement on Global Modern Slavery and Human Trafficking Transparency",c1 (reporting entity)
13187,SID_369,Used vehicles are sourced from individual (mostly local) owners and provincial dealer- only auctions,c1 (reporting entity)
13188,SID_369,"A very high percentage of parts sold are sourced through Canadian original equipment manufacturers (O.E.M.s), with the remainder coming from trusted local parts suppliers and occasionally North American suppliers when necessary",c1 (reporting entity)
13189,SID_369,The services of trusted local companies and contractors are retained on occasion,c1 (reporting entity)
13192,SID_369,"The risks are mitigated by using local, Canadian, and in a few cases, U.S.A sources",c1 (reporting entity)
13200,SID_369,"Risk Of Forced Labour or Child Labour Being Used in Lamb Fords Business and Supply Chain, and Steps Taken to Assess and Manage That Risk Parts supply chains carry risks related to forced labour and child labour",c2 (structure)
13201,SID_369,The likelihood that Lamb Ford directly employs forced or child labour is extremely low,c2 (structure)
13202,SID_369,"By sourcing parts mainly from Ford of Canada and local distributors, the risks of supporting forced labour and/or child labour are further reduced",c1 (reporting entity)
13203,SID_369,Measures Taken to Remediate Any Forced Labour or Child Labour Lamb Ford has not identified or been informed of any forced labour or child labour in its supply chains,c2 (structure)
13062,SID_366,terminated our services agreement with third party agency in question,c2 (supply chains)
13065,SID_366,made proactive contact with YRP and the CBSA to share the results of our internal investigation with a view to ensuring that anyone acting wrongly might be held to account,c2 (supply chains)
13207,SID_369,Training Provided to Employees on Forced Labour and Child Labour The management team at Lamb Ford takes very seriously the harm caused by forced labour and child labour,c2 (operations)
13212,SID_369,As of the date of this report Lamb Ford is proud to state that no instances of forced labour or child labour were found in its operations or supply chains,c2 (structure)
13213,SID_370,"2023 Report Introduction This report has been prepared jointly by Material Handling Systems, Inc and Fortna Canada Corp, both of which are subsidiaries of Fortna Group, Inc (collectively, FORTNA) in response to the reporting requirements under Canadas Fighting Against Forced Labour and Child Labour in Supply Chains Act (the Act) for the financial year ending December 31, 2023",approval
13215,SID_370,"Organizational Structure FORTNA is comprised of a global group of companies and operates in the following countries United States, Canada, Mexico, Austria, China, Czech Republic, Germany, Italy, Netherlands, Poland, South Africa, United Kingdom, and Vietnam",approval
13216,SID_370,"FORTNA designs, develops, and delivers intelligent software and automated material handling systems for parcel, distribution and fulfillment operations",signature
13217,SID_370,FORTNA manufactures certain components of the material handling systems it designs and delivers,signature
13218,SID_370,"FORTNA has approximately 2,500 employees and its headquarters is in Atlanta, Georgia",approval
13219,SID_370,FORTNA is a privately held company,approval
13220,SID_370,"Organizational Activities FORTNA designs, develops, installs, and provides ongoing service and maintenance support for material handling systems for parcel, distribution and fulfillment operations",signature
13221,SID_370,"Some FORTNA companies manufacture or assemble certain components of the material handling systems, including conveyors, sorters, and/or certain parts at its facilities in Louisville, Kentucky.1 Material Handling Systems, Inc imports some of these products into Canada to support FORTNA projects operated by Fortna Canada Corp and to sell to third-party purchasers located in Canada",signature
13222,SID_370,"Supply Chain FORTNA procures a range of goods and services that support the design, development, installation, and servicing of material handling systems",c1 (reporting entity)
13223,SID_370,"The primary goods FORTNA purchases are products that are part of material handling systems, such as automated guided vehicles (AGVs) and racks",c1 (reporting entity)
13224,SID_370,"The primary services FORTNA purchases are services related to the installation of material handling systems, such as mechanical and electrical engineering services",c1 (reporting entity)
13225,SID_370,"Efforts to Prevent and Reduce Risk of Forced Labour and Child Labour In our financial year ending December 31, 2023, FORTNA has taken the following steps to prevent and reduce the risks of forced labour and child labour in our operations and supply chain: Developing and implementing anti-forced labour and anti-child labour standards via its Global Code of Ethics and Business Conduct (Code) and its Supplier Code of Conduct (Supplier Code)",c2 (operations)
13226,SID_370,"FORTNA is in the process of moving its manufacturing operations in Norton Shores/Walker, Michigan to Louisville, Kentucky",signature
13228,SID_370,"Developing and implementing anti-forced labour and anti-child labour contractual clauses for our direct suppliers; Developing and implementing mechanisms for reporting and investigating complaints or concerns about forced labour and child labour, including FORTNAs Compliance & Ethics Hotline (Hotline)",c2 (operations)
13230,SID_370,"Governance FORTNA is committed to strong corporate governance and has established roles that are responsible for overseeing compliance with applicable laws and regulations, including compliance with forced labour and child labour laws and regulations",c2 (operations)
13231,SID_370,"FORTNAs Legal & Compliance group is responsible for identifying and managing the risks associated with FORTNAs business, including the risks associated with forced labour and child labour",c2 (operations)
13232,SID_370,"FORTNAs Legal & Compliance group also oversees and administers the Hotline, which also serves as the companys whistleblower hotline",c2 (operations)
13234,SID_370,"Specifically, both expressly prohibit forced labour and exploitation of child labour",c2 (operations)
13235,SID_370,All employees are required to review and acknowledge the Code upon hire and annually and/or as the Code is updated,c2 (operations)
13236,SID_370,Compliance with the Supplier Code is a standard term in all contracts with suppliers and contracts with suppliers require compliance with all applicable laws,c2 (operations)
13237,SID_370,Due Diligence FORTNA is in the process of integrating the operations of two businesses that merged in 2022 to form FORTNA,approval
13238,SID_370,"As part of this integration, we are combining the procurement functions from each of the business to form a centralized procurement function that will utilize a vendor qualification process to evaluate suppliers and confirm that they meet FORTNA standards, including compliance with anti-slavery, forced labour and child labour laws",c2 (operations)
13240,SID_370,"Forced Labour and Child Labour Risk FORTNAs operations are located in primarily low-risk jurisdictions, based on assessment using a Conflict-Affected and High-Risk Area (CAHRA) tool that uses country-level data indicators spanning multiple topics, including forced labour and child labour",c2 (structure)
13241,SID_370,"To date, our approach to identifying the risks of forced labour and child labour has focused on the locations we operate in, which is primarily where our suppliers are located",c2 (operations)
13243,SID_370,"In addition to FORTNAs Code and Supplier Code, which set expectations regarding forced labour and child labour, FORTNA has a Compliance & Ethics Hotline and Speak Up Policy (Hotline Policy)",c2 (operations)
13244,SID_370,"The Hotline Policy encourages employees to raise concerns about potential Code and other violations and provides employees with information on how to report concerns, including via the Hotline",c2 (operations)
13066,SID_366,This information helped to alert the YRP and CBSA to possible bad actors apart from those they had already identified,c2 (supply chains)
13247,SID_370,Employee Training FORTNA requires employees to review and acknowledge the Code and the Hotline Policy annually and/or as it is updated,c2 (operations)
13248,SID_370,FORTNA also requires employees to do training from time to time on topics covered in the Code and plans to roll out training on forced labour and child labour to all employees globally in Q4 2024,c2 (operations)
13249,SID_370,"The training will provide an overview of anti- slavery/forced labour/child labour, common indicators of risk, how to identify forced labour and child labour, and what to do if they suspect an issue or violation",c2 (operations)
13444,SID_372,Structure CanadaOne Auto operates as a signicant organizaon in the Canadian automove retail sector,signature
13445,SID_372,"The company's structure is notably expansive, with a broad network encompassing 41 automove dealerships at the date of this report across mulple provinces including Brish Columbia, Alberta, Saskatchewan, Manitoba, and Ontario",signature
13446,SID_372,"This network enables CanadaOne Auto to oer a diverse range of automove brands and services, enhancing its market reach and service capabilies",signature
13447,SID_372,"Supported from its corporate headquarters in Edmonton, Alberta, CanadaOne Auto is a private organizaon owned and controlled by Patrick Priestner under a family trust structure with a number of subsidiary enes, each of which undertakes a range of funcons and acvies in support of the business including the operaon of its automove dealerships, and the management of property and investments",signature
13451,SID_372,CanadaOne Autos dealerships collecvely parcipate and support over 200 charies and local community organizaons,signature
13452,SID_372,"Acvies CanadaOne Auto engages in a mulfaceted range of acvies within the retail automove industry, designed to ensure comprehensive service delivery and operaonal excellence",signature
13453,SID_372,"These acvies primarily encompass: Vehicle Sales: Central to operaons is the retail sale of new and used vehicles, which serves a broad customer base with varying preferences and needs",signature
13454,SID_372,This includes providing a wide selecon,signature
13455,SID_372,Fighng Against Forced Labour and Child Labour in Supply Chains 2023 REPORT of automove brands ensuring that customers have access to both luxury and standard vehicle opons,signature
13456,SID_372,"Parts, Maintenance and Repair Services: CanadaOne Auto provides extensive parts and service oerings, which are crucial for maintaining customer sasfacon post-purchase",signature
13457,SID_372,"This service includes regular maintenance, compleng repairs, and the sale of auto parts and accessories, essenal for the longevity and opmal performance of the vehicles sold",signature
13458,SID_372,"Finance and Insurance (F&I) Services: CanadaOne Autos F&I services facilitate the vehicle purchasing process for customers, oering tailored soluons with its lender partnerships that enhance the buying experience and protect customers investments",signature
13459,SID_372,Supply Chains CanadaOne Autos supply chain includes a variety of suppliers who provide goods and services that contribute directly and indirectly to our operaons,c1 (reporting entity)
13460,SID_372,"This ranges from global automobile manufacturers (OEMs) who supply the new vehicles we sell, to domesc vendors that supply parts for maintenance and repair services",c1 (reporting entity)
13461,SID_372,"Automobile Manufacturers: Leading global automobile manufacturers including Ford, Toyota, General Motors, Honda, Kia, Subaru, Mitsubishi, BMW, Mini, Hyundai and Stellans supply new vehicles and vehicle parts to our dealerships",c1 (reporting entity)
13462,SID_372,"Parts Suppliers: To support vehicle maintenance and repair services, CanadaOne Auto works with numerous other domesc parts suppliers that provide quality automove parts and accessories",c1 (reporting entity)
13463,SID_372,"This includes everything from basic maintenance items like oil and lters, to res, to more complex components such as transmissions and electrical systems",c1 (reporting entity)
13464,SID_372,"Technology Providers: We ulize advanced technology systems from various tech suppliers to manage our inventory, logiscs and operaons",c1 (reporting entity)
13465,SID_372,"These systems help us maintain eciency and transparency across our supply chain, from tracking shipments to managing inventory levels at each dealership",c1 (reporting entity)
13466,SID_372,Logiscs Partners: Our network is supported by several logiscs partners who handle the transportaon and delivery of vehicles and parts to and from our dealerships,c1 (reporting entity)
13467,SID_372,"This includes both naonal and regional carriers, ensuring mely and safe delivery of inventory",c1 (reporting entity)
13468,SID_372,"General Supplier Relaonships and Domesc Vendors: CanadaOne Auto ulizes many locally based vendors to supply oce and other ancillary business supplies, maintain and renovate our facilies, and provide various other services to our dealerships such as cleaning and security",c1 (reporting entity)
13469,SID_372,Many of our manufacturers and suppliers operate on a global scale with a network that spans numerous countries and regions,c1 (reporting entity)
13475,SID_372,This Code emphasizes the importance of legality and integrity in all business decisions and acons,c2 (operations)
13481,SID_372,"Risks of Modern Slavery in Operaons and Supply Chain Recognizing the inherent risks that come with the automove manufacturing sector, CanadaOne Auto takes a cauous approach to supply chain management",c2 (structure)
13482,SID_372,"Our operaons span across Canada, where the risk of modern slavery is generally low due to strong human rights laws and enforcement",c2 (structure)
13483,SID_372,"However, the complexity of our supply chains, which involve a heavy reliance on procurement from our global original equipment manufacturers, necessitates a vigilant approach",c2 (structure)
13484,SID_372,"Geographical Risks: While our immediate operaonal region (Canada) present lower risks, the global span of our OEMs' and supplier acvies means some components may be sourced from or manufactured in higher-risk areas",c2 (structure)
13485,SID_372,"These regions might not have stringent labor protecons, which increases the risk of modern slavery pracces",c2 (structure)
13486,SID_372,"Material Sourcing Risks: The procurement of raw materials needed in the automove industry oen occurs beyond our direct er one suppliers, which can obscure visibility and control over the",c2 (structure)
13489,SID_372,Conducng regular assessment and following the due diligence processes and pracces established by CanadaOne Auto will migate risk of its acvies and supply chains involving the use of forced or child labour,c2 (operations)
13155,SID_368,"Remediation During the Reporting Period, MEG did not have to take any measures to remediate any forced labour or child labour or remediate any loss of income incurred by vulnerable families as we did not identify any Modern Slavery in our operations or in our direct supply chains",c2 (supply chains)
13493,SID_372,"The following outlines the framework and steps we have adopted, or are considering adopng as the case may be, to assess the eecveness of these measures: Policy Evaluaon and Updates: CanadaOne Auto has undertaken to regularly review exisng policies, such as the Code of Business Conduct, to ensure our policies reect the most current legal standards and best pracces related to human rights and labor laws",c3 (risk description)
13495,SID_372,"Training and Awareness Programs: To deepen the understanding of modern slavery risks among our sta, parcularly those involved in procurement and supply chain management, CanadaOne Auto is evaluang the implementaon of targeted training programs to raise awareness about the indicators of forced and child labour and educate our team on the appropriate acons to migate these risks",c2 (operations)
13498,SID_372,"Approve a Zero Tolerance Statement: CanadaOne Auto's leadership team is collaborang on the adopon of a Zero-Tolerance Statement on Forced and Child Labour in 2024, which it views as an integral part of our commitment to ethical business pracces",c2 (operations)
13499,SID_372,"This statement intends to uphold, among other things, that CanadaOne Auto is a people-driven company that values integrity and stands rmly against any form of modern slavery",c2 (operations)
13792,SID_375,"If yes, identify the legal name of each entity covered by this report: Viking Truck Sales Inc o DBA Expressway Trucks Waterloo & o DBA Expressway Trucks London 905364 Ontario Limited o DBA Expressway Trucks Windsor While 905364 Ontario Limited does not meet the threshold requirements to be defined as an entity, we are including it in this report due to the fact that all of the businesses listed in this report work under the umbrella of the Expressway Group of companies and adhere to the same policies",approval
13793,SID_375,"Addison Truck & Trailer Repair Inc While Addison Truck & Trailer Repair Inc does not meet the threshold requirements to be defined as an entity, we are including it in this report due to the fact that all of the businesses listed in this report work under the",approval
13794,SID_375,umbrella of the Expressway Group of companies and adhere to the same policies,approval
13795,SID_375,"Express Lease Inc While Express Lease Inc does not meet the threshold requirements to be defined as an entity, we are including it in this report due to the fact that all of the businesses listed in this report work under the umbrella of the Expressway Group of companies and adhere to the same policies",approval
13796,SID_375,"Identify the business numbers of each entity covered in the report: Viking Truck Sales Inc BN 105535868 905364 Ontario Limited BN 123500704 o As mentioned in (6.1), 905364 Ontario Limited is not considered an entity, but is being included in this report as it operates under the Expressway Group of companies alongside the reporting entity, Viking Truck Sales Inc Addison Truck & Trailer Repair Inc BN 856991021 o As mentioned in (6.1), Addison Truck & Trailer Repair Inc is not considered an entity, but is being included in this report as it operates under the Expressway Group of companies alongside the reporting entity, Viking Truck Sales Inc Express Lease Inc BN 836658559 o As mentioned in (6.1), Express Lease Inc is not considered an entity, but is being included in this report as it operates under the Expressway Group of companies alongside the reporting entity, Viking Truck Sales Inc",approval
13804,SID_375,"The other businesses listed in this report do not meet this threshold, however they do operate under the Expressway Group of companies alongside Viking Truck Sales Inc",approval
13806,SID_375,In which country is the entity headquartered or principally located? Canada 10.1 In which province or territory is the entity headquartered or principally located? Ontario Annual Report,approval
13807,SID_375,What steps has the entity taken in the previous financial year to prevent and reduce the risk that forced labour or child labour is used at any step of the production of goods in Canada or elsewhere by the entity or of goods imported into Canada by the entity? All dealerships under the Expressway Group of companies trust in the due diligence of our OEMs to have in place policies and procedures for identifying and prohibiting the use of forced labour and/or child labour in their activities and supply chains,c2 (operations)
13808,SID_375,Please provide additional information describing the steps taken: Please see below for hyperlinks that lead to the most recent Modern Slavery statements made by our OEMs: Volvo Truck Corporations Modern Slavery Statement (2022) Hino Motor Sales Australia Pty Ltd.s Modern Slavery Statement (2020) Hino Motors Canada (another one of our OEMs) does not have any public Modern Slavery Statements available to reference,approval
13809,SID_375,"Toyota, Hinos parent company, published a document titled Toyotas action taken for Forced Labour of Migrant Workers (Statement on the Modern Slavery Acts) on September 30th, 2023",c2 (operations)
13810,SID_375,"You can view this document at the following hyperlink: Toyotas action taken for Forced Labour of Migrant Workers (Statement on the Modern Slavery Acts) Vanguard National Trailer Corp (another one of our OEMs) and their parent company CIMC Vehicle Group, does not have any public Modern Slavery Statements available to reference",approval
13813,SID_375,Distributing goods in Canada,signature
13822,SID_375,The Expressway Group of companies trust in the due diligence of our OEMs to identify forced labour or child labour risks in its activities and supply chains related to any of their applicable sectors and insustries,c2 (operations)
14976,SID_390,ABOUT SUNOPTA SunOpta is an innovative and sustainable manufacturer fueling the future of food,signature
14977,SID_390,"With roots tracing back over 50 years, SunOpta drives growth for todays leading brands by serving as a trusted innovation partner and value-added manufacturer, crafting organic, plant-based beverages, fruit snacks, nutritional beverages, broths and tea products sold through retail, club, foodservice and e-commerce channels",signature
14978,SID_390,"Alongside the companys commitment to top brands, retailers and coffee shops, SunOpta also proudly produces its own brands, including SOWN, Dream, and West Life",signature
14979,SID_390,We manufacture and sell the following,signature
14980,SID_390,private label products to retail and foodservice customers,signature
14981,SID_390,branded products under co-manufacturing agreements to other branded food companies for their distribution,signature
14982,SID_390,branded products under our own proprietary brands to retail and foodservice customers; and,signature
14983,SID_390,bulk ingredients for use by foodservice customers and other food manufacturers,c1 (reporting entity)
14984,SID_390,Our employees and 7 manufacturing facilities are located in the US and Canada,signature
14985,SID_390,"Our corporate headquarters is located in Eden Prairie, Minnesota, together with our innovation center and pilot plant",approval
14985,SID_390,"Our corporate headquarters is located in Eden Prairie, Minnesota, together with our innovation center and pilot plant",signature
14986,SID_390,We work with a diverse value chain of 170 suppliers in more than 28 countries,c1 (reporting entity)
14987,SID_390,"The principal raw materials we use are grains (oat, rice), fruits (apple, coconut), vegetables (soybean, hemp), nuts (almond), sugar, and meat (broth)",c1 (reporting entity)
14988,SID_390,"We also use substantial quantities of carton board, corrugated, plastic, and aseptic packaging materials, operating supplies, and energy",c1 (reporting entity)
14989,SID_390,Most of these inputs for our US and Canadian operations are purchased from suppliers in the United States and Canada,c1 (reporting entity)
14990,SID_390,"If inputs are not locally available in adequate supply, they may be imported from other countries",c1 (reporting entity)
14991,SID_390,We do not sell any SunOpta branded product in Canada,signature
14992,SID_390,"STEPS TO PREVENT AND REDUCE FORCED OR CHILD LABOUR As part of SunOptas supplier approval process, SunOpta asks new direct ingredient suppliers and food contact packaging suppliers to answer a self-assessment of their compliance with the Supplier Partner Code of Conduct (the Supplier Code)",c2 (operations)
14993,SID_390,The self-assessment asks about the social policies adopted by the supplier and the working conditions provided for its employees,c2 (operations)
14994,SID_390,SunOpta reviews the answers on the self-assessment and decides whether that supplier is aligned with SunOptas standards before SunOpta does business with the supplier,c2 (operations)
14995,SID_390,"Included in the Supplier Code is the expectation that suppliers share in our commitment to the rule of law and to compliance with applicable laws, including those related to slavery and human trafficking",c2 (operations)
14996,SID_390,"In 2022, SunOpta joined Sedex (a platform connecting suppliers to customers and creating transparency into the social practices of the suppliers) and we began training and implementation of our suppliers into the platform in 2023",c2 (operations)
14997,SID_390,"In 2023, SunOpta also reviewed and updated the Supplier Code",c2 (operations)
14998,SID_390,"In addition, we translated the Supplier Code into Spanish to ensure supplier comprehension",c2 (operations)
14999,SID_390,We also include a checklist and signature attestation for suppliers to confirm their compliance with the Supplier Code,c2 (operations)
15000,SID_390,"POLICIES AND PROCESSES In 2023, SunOpta adopted a Human Rights Policy Statement aligning its commitment to the UN Guiding Principles on Business and Human Rights and the Universal Declaration of Human Rights",c2 (operations)
15003,SID_390,We conduct in-person visits with selected suppliers as part of our process of ensuring they meet SunOpta expectations,c2 (operations)
15012,SID_390,"The Audit and Corporate Governance committees of SunOptas Board of Directors oversee reported violations of the Employee Code, including violations relating to matters of human rights",c2 (operations)
15014,SID_390,IDENTIFICATION OF SECTORS WITH INCREASED RISK No sector or industry involving the production or importation of goods are assumed to be entirely free of forced labour and child labour risks,c2 (structure)
15016,SID_390,We understand the 2022 ILO report suggests that sectors where human trafficking and child labour are most prevalent include agriculture and manufacturing and we take this seriously,c2 (structure)
15017,SID_390,"MEASURES TAKEN TO REMEDIATE FORCED OR CHILD LABOUR AND ITS IMPACT ON THE MOST VULNERABLE Measures taken to remediate forced labour or child labour in our activities and supply chains include adopting a Human Rights Policy Statement, engaging with Sedex to onboard our suppliers which will allow us to assess the risk of forced or child labour in our supply chain, visiting select suppliers prior to adding them to our supply chain, updating and translating our Supplier Code into Spanish, and optional training offered to select employees on our Supplier Code",c2 (operations)
15019,SID_390,"TRAINING In 2023, we provided optional training of the Supplier Code to those employees that have the potential to interact with suppliers, including procurement, research & development, and quality",c2 (operations)
15020,SID_390,"As part of the training, we emphasized the concern of human trafficking and child labour in industries within our supply chain; the red flags to be on the lookout for when talking with or visiting suppliers; and how to report a concern about a potential violation",c2 (operations)
